gis_x;gis_y;distrito;barrio;calle;num_finca;color;bateria_linea;num_plazas
443477,01;4476152,52;04  SALAMANCA;04-04 GUINDALERA;FUNDACION, PASAJE, DE LA;3;077214010 Verde;Línea;4
443482,97;4476149,81;04  SALAMANCA;04-04 GUINDALERA;FUNDACION, PASAJE, DE LA;4;077214010 Verde;Línea;3
443503,11;4476180,73;04  SALAMANCA;04-04 GUINDALERA;FUNDACION, PASAJE, DE LA;9;077214010 Verde;Línea;1
443515,18;4476184,85;04  SALAMANCA;04-04 GUINDALERA;FUNDACION, PASAJE, DE LA;12;077214010 Verde;Línea;6
443530,38;4476210,15;04  SALAMANCA;04-04 GUINDALERA;FUNDACION, PASAJE, DE LA;17;077214010 Verde;Línea;12
443540,53;4476212,13;04  SALAMANCA;04-04 GUINDALERA;FUNDACION, PASAJE, DE LA;20;077214010 Verde;Línea;6
443550,65;4476231,92;04  SALAMANCA;04-04 GUINDALERA;FUNDACION, PASAJE, DE LA;25;077214010 Verde;Línea;1
443553,28;4476235,04;04  SALAMANCA;04-04 GUINDALERA;FUNDACION, PASAJE, DE LA;25;077214010 Verde;Línea;1
442915,32;4476557,16;04  SALAMANCA;04-04 GUINDALERA;GRANJILLA, CALLE, DE LA;5;077214010 Verde;Línea;10
443541,57;4476906,43;04  SALAMANCA;04-04 GUINDALERA;GUINDALERA, AVENIDA, DE LA;S/N;043000255 Azul;Línea;9
443723,51;4476950,16;04  SALAMANCA;04-04 GUINDALERA;GUINDALERA, AVENIDA, DE LA;S/N;077214010 Verde;Línea;7
443746,49;4476949,59;04  SALAMANCA;04-04 GUINDALERA;GUINDALERA, AVENIDA, DE LA;S/N;077214010 Verde;Línea;2
443547,79;4476888,28;04  SALAMANCA;04-04 GUINDALERA;GUINDALERA, AVENIDA, DE LA;S/N;077214010 Verde;Línea;8
443616,26;4476903,64;04  SALAMANCA;04-04 GUINDALERA;GUINDALERA, AVENIDA, DE LA;S/N;077214010 Verde;Línea;18
443753,99;4476946,71;04  SALAMANCA;04-04 GUINDALERA;GUINDALERA, AVENIDA, DE LA;S/N;077214010 Verde;Línea;1
443144,89;4476373,52;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;1;077214010 Verde;Línea;2
443123,7;4476393,97;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;3;077214010 Verde;Línea;3
443134,91;4476383,17;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;3;077214010 Verde;Línea;3
443098,91;4476418,08;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;5;077214010 Verde;Línea;1
443088;4476428,84;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;9;077214010 Verde;Línea;2
443106,33;4476410,84;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;10;077214010 Verde;Línea;1
443076,87;4476439,74;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;13;077214010 Verde;Línea;3
443053,94;4476462,29;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;18;077214010 Verde;Línea;2
443034,56;4476481,33;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;21;077214010 Verde;Línea;2
443009,53;4476507,32;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;23;077214010 Verde;Línea;1
442982,76;4476534,05;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;29;077214010 Verde;Línea;10
442936,71;4476579,21;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;41;077214010 Verde;Línea;9
443026,72;4476489,11;04  SALAMANCA;04-04 GUINDALERA;IRIARTE, CALLE, DE;21 B;077214010 Verde;Línea;2
443353,28;4475951,45;04  SALAMANCA;04-04 GUINDALERA;JESUS MENDEZ, CALLE, DE;2;043000255 Azul;Línea;6
443442,06;4476708,37;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;4;077214010 Verde;Batería;6
443462,28;4476714,76;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;4;077214010 Verde;Batería;5
443443,11;4476725,68;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;4;077214010 Verde;Batería;16
443407,27;4476697,69;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Línea;2
443614,47;4476764,24;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Línea;3
443637,78;4476769,67;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Línea;3
443677,69;4476828,13;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Línea;3
443683,79;4476851,67;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Batería;15
443677,25;4476794,43;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Línea;3
443683,22;4476809,24;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Batería;4
443698,94;4476907,39;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Batería;5
443480,61;4476726,16;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Línea;1
443580,35;4476751,82;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Línea;9
443472,49;4476734,75;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Batería;3
443698,41;4476851;04  SALAMANCA;04-04 GUINDALERA;JOSE MARIA SANCHEZ SILVA, CALLE, DE;S/N;077214010 Verde;Batería;14
442868,89;4476160,96;04  SALAMANCA;04-04 GUINDALERA;JOSE PICON, CALLE, DE;1;077214010 Verde;Línea;2
442870,68;4476153,41;04  SALAMANCA;04-04 GUINDALERA;JOSE PICON, CALLE, DE;2;077214010 Verde;Línea;1
442882,44;4476165,35;04  SALAMANCA;04-04 GUINDALERA;JOSE PICON, CALLE, DE;2;077214010 Verde;Línea;2
442875,65;4476172,2;04  SALAMANCA;04-04 GUINDALERA;JOSE PICON, CALLE, DE;3;077214010 Verde;Línea;2
442893,62;4476176,68;04  SALAMANCA;04-04 GUINDALERA;JOSE PICON, CALLE, DE;4;077214010 Verde;Línea;1
442916,54;4476199,93;04  SALAMANCA;04-04 GUINDALERA;JOSE PICON, CALLE, DE;8;077214010 Verde;Línea;2
442926,94;4476210,5;04  SALAMANCA;04-04 GUINDALERA;JOSE PICON, CALLE, DE;9;077214010 Verde;Línea;2
442937,09;4476220,85;04  SALAMANCA;04-04 GUINDALERA;JOSE PICON, CALLE, DE;11;077214010 Verde;Línea;2
442770,92;4476454,82;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;3;077214010 Verde;Línea;5
442756,05;4476440,1;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;4;077214010 Verde;Línea;3
442787,46;4476471,23;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;5;077214010 Verde;Línea;4
442813,95;4476497,32;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;8;077214010 Verde;Línea;1
442817,75;4476501,1;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;8;077214010 Verde;Línea;1
442827,74;4476511,09;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;10;077214010 Verde;Línea;2
442837,66;4476520,76;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;12;077214010 Verde;Línea;2
442843,32;4476526,44;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;14;077214010 Verde;Línea;1
442905,36;4476587,95;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;26;077214010 Verde;Línea;2
442912,49;4476594,83;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;28;077214010 Verde;Línea;1
442927,27;4476609,32;04  SALAMANCA;04-04 GUINDALERA;JUAN DE LA HOZ, CALLE, DE;30;077214010 Verde;Línea;3
443664,81;4475869,23;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;7;077214010 Verde;Línea;22
443651,77;4475853,77;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;7;077214010 Verde;Línea;4
443631,18;4475888,53;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;9;077214010 Verde;Línea;4
443600,46;4475928,33;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;13;077214010 Verde;Línea;2
443617,71;4475931,54;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;13;077214010 Verde;Batería;19
443591,47;4475943,42;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;15;077214010 Verde;Línea;2
443661,74;4475935,91;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;S/N;043000255 Azul;Batería;6
443667,44;4475956,02;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;S/N;043000255 Azul;Batería;3
443654,55;4475983,08;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;S/N;043000255 Azul;Batería;12
443660,82;4475945,63;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;S/N;043000255 Azul;Batería;2
443665,8;4475938,34;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;S/N;043000255 Azul;Batería;8
443649,37;4475955,93;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;S/N;043000255 Azul;Batería;7
443643,95;4475926,79;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;S/N;043000255 Azul;Batería;1
443635,55;4475947,9;04  SALAMANCA;04-04 GUINDALERA;JULIO CAMBA, CALLE, DE;S/N;043000255 Azul;Batería;20
443502,7;4476700,03;04  SALAMANCA;04-04 GUINDALERA;LA POVEDA, CALLE, DE;3;077214010 Verde;Línea;6
443499,66;4476691,55;04  SALAMANCA;04-04 GUINDALERA;LA POVEDA, CALLE, DE;4;077214010 Verde;Línea;4
443535,29;4476711,99;04  SALAMANCA;04-04 GUINDALERA;LA POVEDA, CALLE, DE;7;077214010 Verde;Línea;5
443539,3;4476705,94;04  SALAMANCA;04-04 GUINDALERA;LA POVEDA, CALLE, DE;10;077214010 Verde;Línea;2
443150,16;4475849,87;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;1;077214010 Verde;Batería;7
443146,91;4475840,37;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;2;077214010 Verde;Línea;4
443167,21;4475852,31;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;3;077214010 Verde;Batería;2
443173,65;4475844,2;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;8;077214010 Verde;Línea;3
443193,08;4475856,01;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;9;077214010 Verde;Batería;6
443186,26;4475845,97;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;10;077214010 Verde;Línea;1
443204,94;4475857,73;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;11;077214010 Verde;Batería;1
443217,61;4475859,59;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;13;077214010 Verde;Batería;5
443202,77;4475848,32;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;14;077214010 Verde;Línea;2
443216,88;4475850,34;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;16;077214010 Verde;Línea;3
443242,17;4475863,08;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;17;077214010 Verde;Batería;8
443231,38;4475852,41;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;18;077214010 Verde;Línea;2
443245,66;4475854,46;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;20;077214010 Verde;Línea;3
443265,06;4475866,31;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;21;077214010 Verde;Batería;4
443266,16;4475857,43;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;22;077214010 Verde;Línea;3
443287,93;4475869,46;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;23;077214010 Verde;Batería;9
443310,36;4475872,98;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;25;077214010 Verde;Batería;2
443303,49;4475871,91;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;25;077214010 Verde;Batería;2
443327,05;4475875,29;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;27;077214010 Verde;Batería;7
443281,24;4475859,41;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;28;077214010 Verde;Línea;3
443344,72;4475877,64;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;29;077214010 Verde;Batería;3
443361,39;4475880,19;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;31;077214010 Verde;Batería;2
443306,03;4475863,16;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;32;077214010 Verde;Línea;1
443314,07;4475864,39;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;34;077214010 Verde;Línea;2
443385,11;4475883,66;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;35;077214010 Verde;Batería;7
443324,35;4475865,86;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;36;077214010 Verde;Línea;2
443332,72;4475867,03;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;36;077214010 Verde;Línea;1
443422,07;4475879,86;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;37;077214010 Verde;Línea;3
443420,03;4475886,67;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;37;077214010 Verde;Línea;2
443344,11;4475868,69;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;38;077214010 Verde;Línea;2
443361,72;4475871,23;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;40;077214010 Verde;Línea;4
443452,6;4475891,38;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;43;077214010 Verde;Línea;2
443386,32;4475874,71;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;44;077214010 Verde;Línea;3
443445,82;4475880,17;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;46;077214010 Verde;Línea;3
443465,78;4475895,23;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;47;077214010 Verde;Batería;3
443461,22;4475885,48;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;48;077214010 Verde;Línea;2
443475,83;4475887,55;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;50;077214010 Verde;Línea;3
443490,37;4475889,61;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;50;077214010 Verde;Línea;2
443484,99;4475898,01;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;51;077214010 Verde;Batería;9
443505,16;4475891,75;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;52;077214010 Verde;Línea;3
443503,95;4475900,57;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;53;077214010 Verde;Batería;2
443517,49;4475893,42;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;54;077214010 Verde;Línea;2
443553,43;4475898,58;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;56;077214010 Verde;Línea;1
443561,96;4475899,8;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;56;077214010 Verde;Línea;2
443577,16;4475902;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;58;077214010 Verde;Línea;3
443556,53;4475907,86;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;59;077214010 Verde;Batería;6
443620,35;4475902,02;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;60;077214010 Verde;Línea;1
443596,49;4475904,84;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;60;077214010 Verde;Línea;2
443569,59;4475907,89;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;61;077214010 Verde;Línea;2
443593,54;4475911,39;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;63;077214010 Verde;Línea;1
443583;4475909,88;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;63;077214010 Verde;Línea;3
443600,46;4475914,14;04  SALAMANCA;04-04 GUINDALERA;LONDRES, CALLE, DE;63;077214010 Verde;Línea;2
443340,82;4476031,45;04  SALAMANCA;04-04 GUINDALERA;LUIS ADARO, CALLE, DE;1;077214010 Verde;Línea;2
443596,85;4476469,59;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;6;077214010 Verde;Batería;18
443579,59;4476436;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;6;077214010 Verde;Línea;7
443582,73;4476339,25;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;S/N;077214010 Verde;Batería;5
443596,9;4476368,27;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;S/N;077214010 Verde;Línea;2
443603,63;4476326,52;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;S/N;077214010 Verde;Línea;1
443606,42;4476307,86;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;S/N;077214010 Verde;Línea;1
443608,11;4476298,45;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;S/N;077214010 Verde;Línea;2
443592,32;4476377,21;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;S/N;077214010 Verde;Batería;4
443593,67;4476350,76;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;S/N;077214010 Verde;Batería;4
443612,91;4476350,16;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;S/N;077214010 Verde;Batería;33
443570,42;4476468,63;04  SALAMANCA;04-04 GUINDALERA;LUIS CALVO, CALLE, DE;S/N;077214010 Verde;Línea;6
443277,37;4476008,32;04  SALAMANCA;04-04 GUINDALERA;LUIS DIAZ COBEÑA, CALLE, DE;2;077214010 Verde;Línea;2
443304,48;4476012,08;04  SALAMANCA;04-04 GUINDALERA;LUIS DIAZ COBEÑA, CALLE, DE;8;077214010 Verde;Línea;8
443330,77;4476015,7;04  SALAMANCA;04-04 GUINDALERA;LUIS DIAZ COBEÑA, CALLE, DE;12;077214010 Verde;Línea;3
443343,03;4476017,57;04  SALAMANCA;04-04 GUINDALERA;LUIS DIAZ COBEÑA, CALLE, DE;16;077214010 Verde;Línea;2
443363,06;4476020,24;04  SALAMANCA;04-04 GUINDALERA;LUIS DIAZ COBEÑA, CALLE, DE;20;077214010 Verde;Línea;5
443213,22;4476341,12;04  SALAMANCA;04-04 GUINDALERA;MARIA TERESA, CALLE, DE;3;077214010 Verde;Línea;8
443250,42;4476354,48;04  SALAMANCA;04-04 GUINDALERA;MARIA TERESA, CALLE, DE;10;077214010 Verde;Línea;1
443259,33;4476357,6;04  SALAMANCA;04-04 GUINDALERA;MARIA TERESA, CALLE, DE;12;077214010 Verde;Línea;2
443278,54;4476364,32;04  SALAMANCA;04-04 GUINDALERA;MARIA TERESA, CALLE, DE;14;077214010 Verde;Línea;2
443269,27;4476361,09;04  SALAMANCA;04-04 GUINDALERA;MARIA TERESA, CALLE, DE;14;077214010 Verde;Línea;1
443294,31;4476369,85;04  SALAMANCA;04-04 GUINDALERA;MARIA TERESA, CALLE, DE;18;077214010 Verde;Línea;4
443335,24;4476383,75;04  SALAMANCA;04-04 GUINDALERA;MARIA TERESA, CALLE, DE;24;077214010 Verde;Línea;2
443348,57;4476388,32;04  SALAMANCA;04-04 GUINDALERA;MARIA TERESA, CALLE, DE;26;077214010 Verde;Línea;1
443370,78;4476396,24;04  SALAMANCA;04-04 GUINDALERA;MARIA TERESA, CALLE, DE;30;077214010 Verde;Línea;6
443205,86;4476396,81;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE AHUMADA, CALLE, DEL;3;077214010 Verde;Línea;4
443246,45;4476410,73;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE AHUMADA, CALLE, DEL;5;077214010 Verde;Línea;4
443263,49;4476416,48;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE AHUMADA, CALLE, DEL;8;077214010 Verde;Línea;1
443284,82;4476423,57;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE AHUMADA, CALLE, DEL;9;077214010 Verde;Línea;1
443291,16;4476429,62;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE AHUMADA, CALLE, DEL;9;077214010 Verde;Línea;2
443275,43;4476420,46;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE AHUMADA, CALLE, DEL;9;077214010 Verde;Línea;1
443331,74;4476439,51;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE AHUMADA, CALLE, DEL;11;077214010 Verde;Línea;5
443365,57;4476450,96;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE AHUMADA, CALLE, DEL;13;077214010 Verde;Línea;4
443349,49;4476445,58;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE AHUMADA, CALLE, DEL;20;077214010 Verde;Línea;1
443329,95;4476346,74;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;3;077214010 Verde;Línea;6
443322,7;4476368,16;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;9;077214010 Verde;Línea;1
443311,45;4476401,24;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;11;077214010 Verde;Línea;5
443299,66;4476452,19;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;15;077214010 Verde;Línea;4
443298,7;4476463,39;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;15;077214010 Verde;Línea;2
443297,68;4476476,21;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;17;077214010 Verde;Línea;1
443296,09;4476497,6;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;19;077214010 Verde;Línea;2
443295,36;4476508,45;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;21;077214010 Verde;Línea;2
443294,77;4476516,78;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;23;077214010 Verde;Línea;1
443293,87;4476528,13;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;23;077214010 Verde;Línea;1
443291,86;4476556,37;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;29;077214010 Verde;Línea;4
443290,49;4476573,83;04  SALAMANCA;04-04 GUINDALERA;MARQUES DE MONTEAGUDO, CALLE, DEL;29;077214010 Verde;Línea;1
443012,11;4475969,16;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;3;077214010 Verde;Línea;3
443011,95;4475958,4;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;4;077214010 Verde;Línea;3
443033,57;4475972,08;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;6;077214010 Verde;Línea;4
443054,2;4475995,85;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;7;077214010 Verde;Línea;6
443056,2;4475986,45;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;7;077214010 Verde;Línea;1
443075,16;4476011,23;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;9;077214010 Verde;Línea;2
443110,2;4476030,97;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;11;077214010 Verde;Línea;4
443392,7;4476201,79;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;43;077214010 Verde;Línea;3
443430,29;4476226,33;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;46;077214010 Verde;Línea;5
443467,37;4476249,11;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;48;077214010 Verde;Línea;7
443498,12;4476265,92;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;49;077214010 Verde;Línea;1
443490,62;4476255,2;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;50;077214010 Verde;Línea;3
443529,64;4476271,34;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;51;077214010 Verde;Línea;3
443506,48;4476257,88;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;52;077214010 Verde;Línea;1
443510,34;4476267,97;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;52;077214010 Verde;Línea;1
443584,77;4476284,03;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;53;043000255 Azul;Batería;16
443518,77;4476259,97;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;54;077214010 Verde;Línea;4
443629,58;4476287,13;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;55;077214010 Verde;Línea;1
443563,75;4476280,34;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;60;043000255 Azul;Batería;1
443566,46;4476268,14;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;60;043000255 Azul;Línea;1
443722,41;4476281,24;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;61;043000255 Azul;Línea;1
443587,29;4476271,89;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;62;043000255 Azul;Línea;8
443739,61;4476280,86;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;63;043000255 Azul;Línea;5
443636,68;4476277,52;04  SALAMANCA;04-04 GUINDALERA;MARTINEZ IZQUIERDO, CALLE, DE;66;077214010 Verde;Línea;3
