Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
439592,9100000000;4473566,2300000000;01  CENTRO;01-01 PALACIO;AGUAS, CALLE, DE LAS;2;Verde;Línea;8
439569,0700000000;4473598,7700000000;01  CENTRO;01-01 PALACIO;AGUAS, CALLE, DE LAS;8;Verde;Línea;5
439558,3500000000;4473470,4800000000;01  CENTRO;01-01 PALACIO;AGUILA, CALLE, DEL;12;Verde;Línea;8
439536,4900000000;4473428,3200000000;01  CENTRO;01-01 PALACIO;AGUILA, CALLE, DEL;17;Verde;Línea;4
439525,3600000000;4473404,2800000000;01  CENTRO;01-01 PALACIO;AGUILA, CALLE, DEL;21;Verde;Línea;4
439575,4900000000;4473495,3400000000;01  CENTRO;01-01 PALACIO;AGUILA, CALLE, DEL;8;Verde;Línea;3
439587,7600000000;4473916,8200000000;01  CENTRO;01-01 PALACIO;ALAMILLO, CALLE, DEL;1;Verde;Línea;3
439600,5100000000;4473917,4700000000;01  CENTRO;01-01 PALACIO;ALAMILLO, CALLE, DEL;2;Verde;Línea;2
439097,7700000000;4473640,6500000000;01  CENTRO;01-01 PALACIO;ALGECIRAS, CALLE, DE;1;Verde;Línea;4
439090,0900000000;4473635,7900000000;01  CENTRO;01-01 PALACIO;ALGECIRAS, CALLE, DE;2;Verde;Línea;1
439130,3200000000;4473643,9700000000;01  CENTRO;01-01 PALACIO;ALGECIRAS, CALLE, DE;5;Verde;Línea;6
439129,0200000000;4473639,9300000000;01  CENTRO;01-01 PALACIO;ALGECIRAS, CALLE, DE;6;Verde;Línea;13
439152,3900000000;4473645,9900000000;01  CENTRO;01-01 PALACIO;ALGECIRAS, CALLE, DE;7;Verde;Batería;4
439773,7600000000;4473804,4100000000;01  CENTRO;01-01 PALACIO;ALMENDRO, CALLE, DEL;12;Verde;Línea;4
439849,6700000000;4473828,1800000000;01  CENTRO;01-01 PALACIO;ALMENDRO, CALLE, DEL;4;Verde;Línea;3
439820,4900000000;4473821,9700000000;01  CENTRO;01-01 PALACIO;ALMENDRO, CALLE, DEL;6;Verde;Línea;1
439748,2900000000;4474317,8700000000;01  CENTRO;01-01 PALACIO;AMNISTIA, CALLE, DE LA;2;Verde;Línea;4
439710,6500000000;4474308,3400000000;01  CENTRO;01-01 PALACIO;AMNISTIA, CALLE, DE LA;5;Verde;Línea;3
439678,3200000000;4474300,6000000000;01  CENTRO;01-01 PALACIO;AMNISTIA, CALLE, DE LA;7;Verde;Línea;2
439667,2000000000;4474297,8100000000;01  CENTRO;01-01 PALACIO;AMNISTIA, CALLE, DE LA;9;Verde;Línea;2
439497,6700000000;4473483,1300000000;01  CENTRO;01-01 PALACIO;ANGEL, CALLE, DEL;19;Verde;Línea;2
439508,7600000000;4473490,0500000000;01  CENTRO;01-01 PALACIO;ANGEL, CALLE, DEL;19;Verde;Línea;1
439927,8100000000;4474538,2000000000;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;13;Verde;Línea;2
439933,2900000000;4474565,3200000000;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;20;Verde;Línea;4
439907,1800000000;4474462,7700000000;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;6;Verde;Línea;9
439920,1700000000;4474499,3300000000;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;9;Verde;Línea;4
439503,7800000000;4473785,7800000000;01  CENTRO;01-01 PALACIO;ANGOSTA DE LOS MANCEBOS, CALLE;1;Verde;Línea;1
439681,5900000000;4474534,2400000000;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;15;Verde;Línea;3
439674,4500000000;4474541,7500000000;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;17;Verde;Línea;1
439766,1000000000;4474459,9200000000;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;2;Verde;Línea;4
439708,4100000000;4474505,9000000000;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;7;Verde;Línea;2
439448,6600000000;4473937,1400000000;01  CENTRO;01-01 PALACIO;BAILEN, CALLE, DE;S/N;Verde;Línea;2
439352,9000000000;4473875,4500000000;01  CENTRO;01-01 PALACIO;BEATRIZ GALINDO, CALLE, DE;1;Verde;Línea;2
439397,3600000000;4473898,5400000000;01  CENTRO;01-01 PALACIO;BEATRIZ GALINDO, CALLE, DE;S/N;Verde;Línea;17
439295,4700000000;4473765,9500000000;01  CENTRO;01-01 PALACIO;BEATRIZ GALINDO, CALLE, DE;S/N;Verde;Línea;17
439258,6500000000;4473849,9300000000;01  CENTRO;01-01 PALACIO;BEATRIZ GALINDO, CALLE, DE;S/N;Verde;Línea;36
439724,6600000000;4473414,3500000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;1;Verde;Línea;3
439630,3200000000;4473424,6600000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;17;Verde;Línea;2
439595,5800000000;4473427,7300000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;21;Verde;Línea;8
439570,9100000000;4473438,1000000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;24;Verde;Línea;10
439562,1100000000;4473437,2600000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;29;Verde;Línea;6
439711,1100000000;4473415,6900000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;3;Verde;Línea;3
439515,9500000000;4473460,0600000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;30;Verde;Línea;11
439513,0700000000;4473457,4500000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;33;Verde;Línea;11
439472,8300000000;4473512,5900000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;36;Verde;Línea;13
439466,9500000000;4473513,3500000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;36;Verde;Línea;10
439481,7000000000;4473483,2000000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;37;Verde;Línea;3
439674,3600000000;4473419,5400000000;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;9;Verde;Línea;14
439835,7300000000;4474550,6600000000;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE;13;Verde;Línea;4
439833,1800000000;4474566,9200000000;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE;15;Verde;Línea;3
439809,6600000000;4474480,4600000000;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE;4;Verde;Línea;3
439831,8500000000;4474522,8300000000;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE;8;Verde;Línea;8
439883,7400000000;4474487,2000000000;01  CENTRO;01-01 PALACIO;CAÑOS DEL PERAL, CALLE, DE LOS;4;Verde;Línea;12
439503,7200000000;4473884,1100000000;01  CENTRO;01-01 PALACIO;CAÑOS VIEJOS, CUESTA, DE LOS;2;Verde;Línea;7
439497,7300000000;4473883,3700000000;01  CENTRO;01-01 PALACIO;CAÑOS VIEJOS, CUESTA, DE LOS;3;Verde;Línea;5
439837,3300000000;4473752,7400000000;01  CENTRO;01-01 PALACIO;CAVA ALTA, CALLE, DE LA;15;Verde;Línea;12
439760,4300000000;4473710,6000000000;01  CENTRO;01-01 PALACIO;CAVA ALTA, CALLE, DE LA;32;Verde;Línea;6
439725,4500000000;4473691,0800000000;01  CENTRO;01-01 PALACIO;CAVA ALTA, CALLE, DE LA;38;Verde;Línea;2
439741,2500000000;4473700,0800000000;01  CENTRO;01-01 PALACIO;CAVA ALTA, CALLE, DE LA;38;Verde;Línea;2
439727,4900000000;4473688,0800000000;01  CENTRO;01-01 PALACIO;CAVA ALTA, CALLE, DE LA;38;Verde;Línea;2
439910,7400000000;4473770,3800000000;01  CENTRO;01-01 PALACIO;CAVA ALTA, CALLE, DE LA;5;Verde;Línea;6
439886,9900000000;4473853,0100000000;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;12;Verde;Línea;1
439882,8800000000;4473844,1800000000;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;14;Verde;Línea;2
439869,3200000000;4473818,1700000000;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;18;Verde;Línea;2
439771,1600000000;4473736,9700000000;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;37;Verde;Línea;14
439908,7000000000;4473893,4000000000;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;4;Verde;Línea;3
439732,4900000000;4473715,1800000000;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;47;Verde;Línea;4
439897,3600000000;4473871,4200000000;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;8;Verde;Línea;6
439871,7000000000;4474112,6500000000;01  CENTRO;01-01 PALACIO;CAVA DE SAN MIGUEL, CALLE, DE LA;3;Verde;Línea;3
439787,1400000000;4473588,9500000000;01  CENTRO;01-01 PALACIO;CEBADA, CALLE, DE LA;1;Verde;Línea;5
439825,8700000000;4473561,1600000000;01  CENTRO;01-01 PALACIO;CEBADA, CALLE, DE LA;1;Verde;Línea;1
439767,9500000000;4473590,1700000000;01  CENTRO;01-01 PALACIO;CEBADA, CALLE, DE LA;3;Verde;Línea;4
439810,7400000000;4473571,8800000000;01  CENTRO;01-01 PALACIO;CEBADA, CALLE, DE LA;S/N;Verde;Línea;6
439745,0400000000;4473661,7800000000;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;10;Verde;Línea;3
439743,0000000000;4473670,7500000000;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;10;Verde;Batería;16
439792,9500000000;4473654,8700000000;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;17;Verde;Línea;4
439845,4100000000;4473656,7300000000;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;3;Verde;Batería;18
439819,6600000000;4473650,7400000000;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;5;Verde;Línea;4
439810,9200000000;4473661,3600000000;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;6;Verde;Batería;4
439798,4700000000;4473663,3500000000;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;6;Verde;Batería;3
439788,6700000000;4473665,1300000000;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;7;Verde;Batería;1
439764,6700000000;4473658,8400000000;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;9;Verde;Línea;4
439103,6300000000;4474048,5000000000;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;Naranja;Línea;30
439021,3800000000;4474066,4300000000;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;Naranja;Batería;5
439103,8500000000;4474056,2300000000;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;Naranja;Línea;30
439024,8700000000;4474043,5200000000;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;Naranja;Batería;6
438881,3500000000;4474062,1100000000;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;Naranja;Línea;3
438945,4500000000;4474053,1900000000;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;Naranja;Línea;24
438978,2500000000;4474059,0300000000;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;Naranja;Línea;13
439868,7000000000;4474191,1600000000;01  CENTRO;01-01 PALACIO;COMANDANTE LAS MORENAS, PLAZA, DEL;3;Verde;Línea;2
439616,0600000000;4474228,1700000000;01  CENTRO;01-01 PALACIO;CRUZADA, CALLE, DE LA;5;Verde;Línea;2
439318,1900000000;4473344,8400000000;01  CENTRO;01-01 PALACIO;DESCARGAS, CUESTA, DE LAS;10;Verde;Línea;1
439299,6400000000;4473360,1600000000;01  CENTRO;01-01 PALACIO;DESCARGAS, CUESTA, DE LAS;12;Verde;Línea;2
439280,9100000000;4473374,8600000000;01  CENTRO;01-01 PALACIO;DESCARGAS, CUESTA, DE LAS;14;Verde;Línea;6
439371,5400000000;4473301,8900000000;01  CENTRO;01-01 PALACIO;DESCARGAS, CUESTA, DE LAS;3;Verde;Línea;25
439740,4300000000;4474927,2500000000;01  CENTRO;01-01 PALACIO;DOCTOR CARRACIDO, CALLE, DEL;1;Verde;Línea;2
439729,1300000000;4474914,1500000000;01  CENTRO;01-01 PALACIO;DOCTOR CARRACIDO, CALLE, DEL;2;Verde;Línea;5
439762,9000000000;4473942,8200000000;01  CENTRO;01-01 PALACIO;DOCTOR LETAMENDI, CALLE, DEL;1;Verde;Línea;11
439505,8400000000;4473693,0500000000;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;12;Verde;Línea;11
439470,9700000000;4473703,1300000000;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;14;Verde;Línea;4
439408,4100000000;4473711,6500000000;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;15;Verde;Línea;4
439411,2800000000;4473715,8300000000;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;18;Verde;Línea;3
439377,8200000000;4473717,2300000000;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;19;Verde;Línea;2
439379,6600000000;4473722,0800000000;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;20;Verde;Línea;6
439577,2100000000;4473680,7600000000;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;6;Verde;Línea;17
439486,9100000000;4473692,9700000000;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;7;Verde;Línea;12
439667,6500000000;4474607,5200000000;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;1;Verde;Línea;7
439622,3500000000;4474669,5500000000;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;10;Verde;Línea;3
439674,0500000000;4474605,3100000000;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;2;Verde;Línea;5
439659,2000000000;4474624,0300000000;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;4;Verde;Línea;1
439615,6400000000;4474677,6800000000;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;5;Verde;Línea;1
439647,1600000000;4474638,9900000000;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;6;Verde;Línea;4
439629,0600000000;4474655,2200000000;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;8;Verde;Línea;12
439674,8800000000;4474573,7500000000;01  CENTRO;01-01 PALACIO;ENCARNACION, PLAZA, DE LA;4;Verde;Línea;5
439680,9700000000;4474570,9000000000;01  CENTRO;01-01 PALACIO;ENCARNACION, PLAZA, DE LA;4;Verde;Línea;5
439820,8600000000;4474303,5400000000;01  CENTRO;01-01 PALACIO;ESCALINATA, CALLE, DE LA;9;Verde;Línea;6
439781,0700000000;4474307,3200000000;01  CENTRO;01-01 PALACIO;ESPEJO, CALLE, DEL;12;Verde;Línea;3
439770,9500000000;4474320,1500000000;01  CENTRO;01-01 PALACIO;ESPEJO, CALLE, DEL;17;Verde;Línea;2
439524,8500000000;4474228,6900000000;01  CENTRO;01-01 PALACIO;FACTOR, CALLE, DEL;14;Verde;Línea;4
439548,6100000000;4474156,8800000000;01  CENTRO;01-01 PALACIO;FACTOR, CALLE, DEL;5;Verde;Línea;4
439537,3000000000;4474205,3100000000;01  CENTRO;01-01 PALACIO;FACTOR, CALLE, DEL;7;Verde;Línea;1
439740,0700000000;4474887,0900000000;01  CENTRO;01-01 PALACIO;FLOR BAJA, CALLE, DE LA;11;Verde;Línea;6
439785,1400000000;4474867,9400000000;01  CENTRO;01-01 PALACIO;FLOR BAJA, CALLE, DE LA;5;Verde;Línea;5
439762,0800000000;4474877,8700000000;01  CENTRO;01-01 PALACIO;FLOR BAJA, CALLE, DE LA;6;Verde;Línea;2
439732,9800000000;4474736,7200000000;01  CENTRO;01-01 PALACIO;FOMENTO, CALLE, DE;14;Verde;Línea;9
439697,9400000000;4474819,1300000000;01  CENTRO;01-01 PALACIO;FOMENTO, CALLE, DE;30;Verde;Línea;6
439683,2300000000;4474851,6100000000;01  CENTRO;01-01 PALACIO;FOMENTO, CALLE, DE;36;Verde;Línea;3
439368,5500000000;4473797,1900000000;01  CENTRO;01-01 PALACIO;GABRIEL MIRO, PLAZA, DE;1;Verde;Línea;15
439366,8200000000;4473769,9400000000;01  CENTRO;01-01 PALACIO;GABRIEL MIRO, PLAZA, DE;2;Verde;Línea;17
439356,6100000000;4473747,0400000000;01  CENTRO;01-01 PALACIO;GABRIEL MIRO, PLAZA, DE;4;Verde;Línea;5
439338,3600000000;4473729,7300000000;01  CENTRO;01-01 PALACIO;GABRIEL MIRO, PLAZA, DE;7;Verde;Línea;4
439341,1100000000;4473723,1500000000;01  CENTRO;01-01 PALACIO;GABRIEL MIRO, PLAZA, DE;7;Verde;Batería;11
439929,4900000000;4473868,6700000000;01  CENTRO;01-01 PALACIO;GRAFAL, CALLE, DE;6;Verde;Línea;4
439477,3900000000;4473375,8000000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;11;Verde;Línea;2
439469,8300000000;4473394,9800000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;11;Verde;Línea;1
439464,6400000000;4473408,8900000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;11;Verde;Línea;3
439487,6600000000;4473392,8300000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;11;Verde;Línea;6
439456,5200000000;4473476,9800000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;17;Verde;Línea;22
439447,1800000000;4473455,7900000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;17;Verde;Línea;9
439556,6600000000;4473267,0700000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;4;Verde;Línea;5
439540,5900000000;4473262,4800000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;5;Verde;Línea;2
439557,9200000000;4473233,1400000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;5;Verde;Línea;9
439532,2800000000;4473308,1700000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;6;Verde;Línea;9
439518,2300000000;4473300,0700000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;9;Verde;Línea;11
439494,4900000000;4473341,3400000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;S/N;Verde;Línea;2
439451,4600000000;4473320,8200000000;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;S/N;Verde;Línea;20
439681,0100000000;4474683,2100000000;01  CENTRO;01-01 PALACIO;GUILLERMO ROLLAND, CALLE, DE;11;Verde;Línea;4
439721,7500000000;4474632,7300000000;01  CENTRO;01-01 PALACIO;GUILLERMO ROLLAND, CALLE, DE;2;Verde;Línea;3
439720,9500000000;4473594,8100000000;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;10;Verde;Línea;2
439730,4100000000;4473513,6500000000;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;11;Verde;Línea;5
439724,7400000000;4473572,7700000000;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;14;Verde;Línea;4
439727,7000000000;4473555,5200000000;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;16;Verde;Línea;2
439728,7000000000;4473528,1800000000;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;18;Verde;Línea;3
439726,9900000000;4473514,2200000000;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;20;Verde;Línea;3
439731,5900000000;4473556,9200000000;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;3;Verde;Línea;8
439712,5700000000;4473643,1100000000;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;4;Verde;Línea;6
439716,4100000000;4473619,6600000000;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;8;Verde;Línea;2
439764,9100000000;4474348,6200000000;01  CENTRO;01-01 PALACIO;INDEPENDENCIA, CALLE, DE LA;3;Verde;Línea;4
439765,8600000000;4474366,7400000000;01  CENTRO;01-01 PALACIO;INDEPENDENCIA, CALLE, DE LA;4;Verde;Línea;2
439835,9600000000;4474773,9900000000;01  CENTRO;01-01 PALACIO;ISABEL LA CATOLICA, CALLE, DE;10;Verde;Línea;15
439547,9800000000;4473346,9900000000;01  CENTRO;01-01 PALACIO;ISABEL TINTERO, CALLE, DE;3;Verde;Línea;14
439309,4000000000;4473619,4300000000;01  CENTRO;01-01 PALACIO;JERTE, CALLE, DE;8;Verde;Línea;21
439644,8600000000;4474147,0500000000;01  CENTRO;01-01 PALACIO;JUAN DE HERRERA, CALLE, DE;3;Verde;Línea;3
439808,5300000000;4474722,0000000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;1;Verde;Línea;3
439772,9900000000;4474767,8800000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;15;Verde;Línea;3
439820,8900000000;4474707,1500000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;2;Verde;Línea;1
439742,8200000000;4474835,7500000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;20;Verde;Línea;2
439728,1600000000;4474865,1000000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;24;Verde;Línea;8
439747,5100000000;4474819,7600000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;25;Verde;Línea;9
439733,5300000000;4474846,8400000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;31;Verde;Línea;1
439721,7400000000;4474870,8800000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;35;Verde;Línea;5
439692,9800000000;4474936,3200000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;45;Verde;Línea;6
439691,9600000000;4474931,1800000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;45;Verde;Línea;2
439685,4500000000;4474944,6200000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;47;Verde;Línea;2
439793,0600000000;4474741,8000000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;6;Verde;Línea;1
439782,0300000000;4474761,8400000000;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;8;Verde;Línea;5
439652,4500000000;4473561,2400000000;01  CENTRO;01-01 PALACIO;LUCIENTE, CALLE, DE;12;Verde;Línea;4
439635,9200000000;4473565,1900000000;01  CENTRO;01-01 PALACIO;LUCIENTE, CALLE, DE;14;Verde;Línea;1
439699,5700000000;4473550,4000000000;01  CENTRO;01-01 PALACIO;LUCIENTE, CALLE, DE;3;Verde;Línea;11
439667,9500000000;4473557,6900000000;01  CENTRO;01-01 PALACIO;LUCIENTE, CALLE, DE;8;Verde;Línea;1
439527,0700000000;4473762,5200000000;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS;11;Verde;Línea;3
439513,4100000000;4473787,9600000000;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS;16;Verde;Batería;8
439499,2400000000;4473824,2400000000;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS;17;Verde;Línea;7
439502,0700000000;4473825,3700000000;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS;18;Verde;Línea;8
439593,8200000000;4473730,3900000000;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS;4;Verde;Línea;8
439556,0700000000;4473736,7100000000;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS;8;Verde;Línea;7
439833,1000000000;4474161,3300000000;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;48;Verde;Línea;5
439418,9800000000;4474069,0400000000;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;83;Verde;Batería;6
439400,8100000000;4474070,4700000000;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;83;Verde;Batería;2
439320,1400000000;4474023,7500000000;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;85;Verde;Batería;9
439377,6500000000;4474073,3700000000;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;85;Verde;Línea;4
439419,4400000000;4474078,2200000000;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;90;Verde;Línea;9
439386,0900000000;4474080,9500000000;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;90;Verde;Línea;2
439330,1200000000;4474050,9100000000;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;92;Verde;Línea;21
439355,3300000000;4474083,9000000000;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;92;Verde;Línea;4
439326,2200000000;4474072,6100000000;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;S/N;Verde;Línea;8
439621,8600000000;4473515,8200000000;01  CENTRO;01-01 PALACIO;MEDIODIA GRANDE, CALLE, DEL;15;Verde;Línea;4
439601,9900000000;4473520,7300000000;01  CENTRO;01-01 PALACIO;MEDIODIA GRANDE, CALLE, DEL;21;Verde;Línea;1
439696,6600000000;4473503,2100000000;01  CENTRO;01-01 PALACIO;MEDIODIA GRANDE, CALLE, DEL;3;Verde;Línea;12
439414,3200000000;4473830,5500000000;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA;10;Verde;Línea;7
439471,8400000000;4473847,8000000000;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA;11;Verde;Línea;6
439410,8000000000;4473823,1500000000;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA;15;Verde;Línea;7
439533,1400000000;4473882,3700000000;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA;5;Verde;Línea;13
439505,6200000000;4473853,4200000000;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA;7;Verde;Línea;3
439510,0000000000;4473865,8400000000;01  CENTRO;01-01 PALACIO;MORERIA, PLAZA, DE LA;5;Verde;Batería;4
439573,8600000000;4474268,4000000000;01  CENTRO;01-01 PALACIO;NOBLEJAS, CALLE, DE;2;Verde;Línea;9
439547,0300000000;4474269,9900000000;01  CENTRO;01-01 PALACIO;NOBLEJAS, CALLE, DE;5;Verde;Línea;2
439684,2800000000;4473611,6800000000;01  CENTRO;01-01 PALACIO;ORIENTE, CALLE, DE;5;Verde;Línea;14
439604,7000000000;4473358,8200000000;01  CENTRO;01-01 PALACIO;PALOMA, CALLE, DE LA;13;Verde;Línea;6
439613,0300000000;4473404,4400000000;01  CENTRO;01-01 PALACIO;PALOMA, CALLE, DE LA;2;Verde;Línea;8
439609,0300000000;4473381,2700000000;01  CENTRO;01-01 PALACIO;PALOMA, CALLE, DE LA;6;Verde;Línea;3
439894,7800000000;4474433,6600000000;01  CENTRO;01-01 PALACIO;PRIORA, CALLE, DE LA;2;Verde;Línea;1
