Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
440316,2900000000;4479165,2100000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;39;Verde;Línea;3
440317,7500000000;4479175,5200000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;42;Verde;Línea;2
440295,7400000000;4479185,9700000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;43;Verde;Línea;1
440283,3600000000;4479193,2500000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;45 B;Verde;Línea;1
440266,6900000000;4479205,0400000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;49;Verde;Línea;4
440264,1800000000;4479216,0300000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;50;Verde;Línea;4
440254,7800000000;4479223,9100000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;52;Verde;Línea;1
440241,8700000000;4479240,6800000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;54;Verde;Línea;3
440246,0100000000;4479222,2100000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;55;Verde;Línea;1
440239,4500000000;4479230,7800000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;57;Verde;Línea;1
440234,0400000000;4479241,1400000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;59;Verde;Línea;1
440458,7100000000;4478904,3500000000;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;9;Azul;Línea;4
439740,4000000000;4478884,1500000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;10;Verde;Línea;1
439748,7500000000;4478897,8200000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;12;Verde;Línea;2
439763,0400000000;4478924,8200000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;14;Verde;Línea;5
439772,7200000000;4478943,3100000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;16;Verde;Línea;3
439778,9200000000;4478955,1600000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;18;Verde;Línea;1
439790,5900000000;4478977,4000000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;20;Verde;Línea;4
439808,2900000000;4479010,9900000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;22;Verde;Línea;7
439824,4800000000;4479041,7900000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;32;Verde;Línea;5
439834,4900000000;4479073,0800000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;36;Verde;Línea;1
439846,7300000000;4479084,0900000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;38;Verde;Línea;3
439725,8900000000;4478850,6600000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;4;Verde;Línea;2
439860,2100000000;4479112,7100000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;44;Verde;Línea;8
439878,8800000000;4479148,0900000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;54;Verde;Línea;2
439728,3900000000;4478862,0800000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;6;Verde;Línea;1
439909,5200000000;4479209,3200000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;64;Verde;Línea;1
439923,5300000000;4479235,2700000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;64;Verde;Línea;1
439980,1600000000;4479332,0400000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;66;Verde;Línea;1
439915,4400000000;4479264,1700000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;73;Azul;Línea;3
439985,2800000000;4479340,2000000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;S/N;Verde;Línea;2
440010,3600000000;4479380,5300000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;S/N;Verde;Línea;2
439991,8600000000;4479350,6500000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;S/N;Verde;Línea;2
439998,0700000000;4479360,7700000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;S/N;Verde;Línea;2
440004,3600000000;4479370,8300000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;S/N;Verde;Línea;2
440016,5300000000;4479390,3700000000;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;S/N;Verde;Línea;2
440269,8000000000;4478859,0100000000;06  TETUÁN;06-06 BERRUGUETE;PALACIOS, CALLE, DE LOS;1;Verde;Línea;1
440274,5200000000;4478860,2300000000;06  TETUÁN;06-06 BERRUGUETE;PALACIOS, CALLE, DE LOS;1;Verde;Línea;1
440285,0700000000;4478863,0000000000;06  TETUÁN;06-06 BERRUGUETE;PALACIOS, CALLE, DE LOS;3;Verde;Línea;1
440283,5900000000;4478855,8400000000;06  TETUÁN;06-06 BERRUGUETE;PALACIOS, CALLE, DE LOS;4;Verde;Línea;2
440301,3700000000;4478860,4700000000;06  TETUÁN;06-06 BERRUGUETE;PALACIOS, CALLE, DE LOS;4;Verde;Línea;2
440319,2200000000;4478871,0800000000;06  TETUÁN;06-06 BERRUGUETE;PALACIOS, CALLE, DE LOS;6;Verde;Línea;2
440307,4200000000;4478870,2500000000;06  TETUÁN;06-06 BERRUGUETE;PALACIOS, CALLE, DE LOS;7;Verde;Línea;6
440261,9300000000;4479103,4900000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;14;Verde;Línea;1
440232,3600000000;4479154,9500000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;16;Verde;Línea;1
440221,2900000000;4479173,8400000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;20;Verde;Línea;5
440256,0400000000;4479113,9300000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;25;Verde;Línea;1
440208,0900000000;4479196,1100000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;28;Verde;Línea;1
440201,1300000000;4479207,8800000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;32;Verde;Línea;1
440193,2800000000;4479221,4000000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;34;Verde;Línea;1
440173,0300000000;4479256,1400000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;40;Verde;Línea;11
440156,4000000000;4479284,4300000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;48;Verde;Línea;1
440137,6300000000;4479319,2100000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;54;Verde;Línea;3
440123,2600000000;4479337,1800000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;56;Verde;Línea;5
440104,0100000000;4479360,6900000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;58;Verde;Línea;5
440290,0800000000;4479051,8000000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;6 B;Verde;Línea;5
440085,6000000000;4479383,2000000000;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;60;Verde;Línea;4
440024,3400000000;4479023,4800000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;11;Verde;Línea;5
439988,8500000000;4479015,3600000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;15;Azul;Línea;2
439969,8800000000;4479015,0600000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;17;Azul;Línea;4
439933,3500000000;4479009,7300000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;19;Verde;Línea;7
439927,1600000000;4479016,8800000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;22;Verde;Línea;8
439908,2000000000;4479006,1600000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;23;Verde;Línea;1
440077,4600000000;4479025,3100000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;3;Verde;Línea;2
439846,8600000000;4479015,4500000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;30;Verde;Línea;1
440062,5200000000;4479024,8300000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;5;Verde;Línea;1
440048,2500000000;4479024,3700000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;7;Verde;Línea;1
440038,3700000000;4479024,0300000000;06  TETUÁN;06-06 BERRUGUETE;PEDRO TEZANO, CALLE, DE;9;Verde;Línea;1
440304,2400000000;4479329,6300000000;06  TETUÁN;06-06 BERRUGUETE;PORFIRIO, CALLE, DE;1;Verde;Línea;1
440256,6600000000;4479358,6500000000;06  TETUÁN;06-06 BERRUGUETE;PORFIRIO, CALLE, DE;13;Verde;Línea;2
440228,8600000000;4479378,2000000000;06  TETUÁN;06-06 BERRUGUETE;PORFIRIO, CALLE, DE;15;Verde;Línea;4
440209,2400000000;4479391,0400000000;06  TETUÁN;06-06 BERRUGUETE;PORFIRIO, CALLE, DE;19;Verde;Línea;2
440291,3700000000;4479337,4900000000;06  TETUÁN;06-06 BERRUGUETE;PORFIRIO, CALLE, DE;3;Verde;Línea;3
440274,0500000000;4479348,0600000000;06  TETUÁN;06-06 BERRUGUETE;PORFIRIO, CALLE, DE;7;Verde;Línea;1
439941,2100000000;4478836,6300000000;06  TETUÁN;06-06 BERRUGUETE;RITA LUNA, CALLE, DE;1 B;Verde;Línea;3
439924,7400000000;4478837,4000000000;06  TETUÁN;06-06 BERRUGUETE;RITA LUNA, CALLE, DE;5;Verde;Línea;2
440177,7900000000;4478969,3600000000;06  TETUÁN;06-06 BERRUGUETE;ROMAN ALONSO, CALLE, DE;12;Verde;Línea;2
440195,5800000000;4478973,5500000000;06  TETUÁN;06-06 BERRUGUETE;ROMAN ALONSO, CALLE, DE;16;Verde;Línea;1
440213,1600000000;4478977,6500000000;06  TETUÁN;06-06 BERRUGUETE;ROMAN ALONSO, CALLE, DE;18 B;Verde;Línea;1
440102,4500000000;4478948,7000000000;06  TETUÁN;06-06 BERRUGUETE;ROMAN ALONSO, CALLE, DE;2;Verde;Línea;2
440122,6800000000;4478957,1800000000;06  TETUÁN;06-06 BERRUGUETE;ROMAN ALONSO, CALLE, DE;6;Verde;Línea;5
440161,0400000000;4478965,4400000000;06  TETUÁN;06-06 BERRUGUETE;ROMAN ALONSO, CALLE, DE;8;Verde;Línea;2
440034,4800000000;4479105,7600000000;06  TETUÁN;06-06 BERRUGUETE;ROSA MENENDEZ, CALLE, DE;15;Verde;Línea;1
440027,4600000000;4479129,3200000000;06  TETUÁN;06-06 BERRUGUETE;ROSA MENENDEZ, CALLE, DE;20;Verde;Línea;2
440021,1700000000;4479150,5400000000;06  TETUÁN;06-06 BERRUGUETE;ROSA MENENDEZ, CALLE, DE;23;Verde;Línea;5
440303,8100000000;4479282,2700000000;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;14;Azul;Línea;4
440310,5700000000;4479302,8800000000;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;18;Azul;Línea;1
440313,9200000000;4479313,2400000000;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;22;Azul;Línea;1
440318,9900000000;4479328,9800000000;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;26;Azul;Línea;5
440335,4300000000;4479369,4100000000;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;32;Verde;Línea;3
440348,6200000000;4479389,3800000000;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;36;Verde;Línea;5
440285,6800000000;4479217,4700000000;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;4;Verde;Línea;1
440287,8500000000;4479231,2200000000;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;6;Verde;Línea;2
440293,5000000000;4479249,4300000000;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;8;Verde;Línea;3
440226,6300000000;4478714,8700000000;06  TETUÁN;06-06 BERRUGUETE;SAN RAFAEL, CALLEJON, DE;2;Verde;Línea;6
440264,7200000000;4478729,8900000000;06  TETUÁN;06-06 BERRUGUETE;SAN RAFAEL, CALLEJON, DE;9;Verde;Línea;7
440318,7100000000;4479141,5900000000;06  TETUÁN;06-06 BERRUGUETE;SAUCO, CALLE, DEL;1;Verde;Línea;2
440275,7900000000;4479130,2500000000;06  TETUÁN;06-06 BERRUGUETE;SAUCO, CALLE, DEL;13;Verde;Línea;8
440260,9900000000;4479133,5800000000;06  TETUÁN;06-06 BERRUGUETE;SAUCO, CALLE, DEL;13;Verde;Línea;2
440319,0500000000;4479148,7500000000;06  TETUÁN;06-06 BERRUGUETE;SAUCO, CALLE, DEL;2 A;Verde;Línea;1
440314,9900000000;4479147,6600000000;06  TETUÁN;06-06 BERRUGUETE;SAUCO, CALLE, DEL;2 A;Verde;Línea;1
440298,4300000000;4479143,3300000000;06  TETUÁN;06-06 BERRUGUETE;SAUCO, CALLE, DEL;2 B;Verde;Línea;3
440277,8800000000;4479137,9500000000;06  TETUÁN;06-06 BERRUGUETE;SAUCO, CALLE, DEL;2 C;Verde;Línea;1
440304,0700000000;4479137,7100000000;06  TETUÁN;06-06 BERRUGUETE;SAUCO, CALLE, DEL;3;Verde;Línea;2
440311,6200000000;4479045,6700000000;06  TETUÁN;06-06 BERRUGUETE;SERRALLO, CALLE, DEL;19;Verde;Batería;3
440332,2000000000;4479052,8800000000;06  TETUÁN;06-06 BERRUGUETE;SERRALLO, CALLE, DEL;21;Verde;Batería;2
440329,2200000000;4479051,8200000000;06  TETUÁN;06-06 BERRUGUETE;SERRALLO, CALLE, DEL;21;Verde;Batería;1
440320,9000000000;4479048,9100000000;06  TETUÁN;06-06 BERRUGUETE;SERRALLO, CALLE, DEL;21;Verde;Batería;3
440283,9100000000;4479023,4000000000;06  TETUÁN;06-06 BERRUGUETE;SERRALLO, CALLE, DEL;24;Verde;Línea;1
440294,4300000000;4479027,0100000000;06  TETUÁN;06-06 BERRUGUETE;SERRALLO, CALLE, DEL;26;Verde;Línea;1
440320,0400000000;4479035,7400000000;06  TETUÁN;06-06 BERRUGUETE;SERRALLO, CALLE, DEL;36;Verde;Línea;8
440346,4600000000;4479044,9000000000;06  TETUÁN;06-06 BERRUGUETE;SERRALLO, CALLE, DEL;48;Verde;Línea;1
440354,8000000000;4479047,7700000000;06  TETUÁN;06-06 BERRUGUETE;SERRALLO, CALLE, DEL;50;Verde;Línea;1
440368,3200000000;4479052,4600000000;06  TETUÁN;06-06 BERRUGUETE;SERRALLO, CALLE, DEL;52;Verde;Línea;3
440601,4600000000;4479009,0300000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;10;Azul;Línea;1
440585,0700000000;4479021,1000000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;13;Azul;Línea;8
440546,3700000000;4479051,9300000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;17;Verde;Línea;4
440569,7400000000;4479033,2100000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;18;Azul;Línea;1
440494,8500000000;4479092,5700000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;25;Verde;Línea;4
440485,2800000000;4479100,1200000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;25;Verde;Línea;1
440480,9100000000;4479103,5600000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;27;Verde;Línea;1
440471,4200000000;4479111,0400000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;29;Verde;Línea;1
440638,2400000000;4478977,4500000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;3;Azul;Línea;2
440631,9100000000;4478983,9800000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;3;Azul;Línea;1
440489,8600000000;4479110,0500000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;32;Verde;Batería;5
440620,3500000000;4478993,0000000000;06  TETUÁN;06-06 BERRUGUETE;TABLADA, CALLE, DE;5;Azul;Línea;2
440165,5500000000;4478761,1800000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;11;Azul;Línea;2
440140,4800000000;4478793,0600000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;15;Azul;Línea;2
440145,0100000000;4478787,2100000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;15;Azul;Línea;1
440147,5500000000;4478783,9400000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;16;Azul;Línea;1
440129,8300000000;4478806,8900000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;17;Azul;Línea;1
440093,4900000000;4478854,8000000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;18;Azul;Línea;4
440118,7600000000;4478817,0400000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;19;Azul;Línea;2
440109,7800000000;4478833,3100000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;21;Azul;Línea;2
440077,9100000000;4478893,0600000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;22;Azul;Batería;5
440071,5300000000;4478883,8300000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;27;Azul;Línea;2
440048,7400000000;4478932,1900000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;28;Azul;Línea;5
440036,7000000000;4478953,9000000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;34;Azul;Línea;3
440028,9800000000;4478967,9400000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;36;Azul;Línea;2
440016,6600000000;4478999,3400000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;42;Azul;Línea;2
440191,4800000000;4478719,1600000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;5;Azul;Batería;4
440184,3100000000;4478731,4900000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;7;Azul;Batería;7
439961,1600000000;4479241,3000000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;76;Verde;Línea;1
440168,8500000000;4478752,8400000000;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;9;Azul;Batería;1
440326,4200000000;4479106,6600000000;06  TETUÁN;06-06 BERRUGUETE;ZINIAS, CALLE, DE LAS;2;Verde;Línea;6
440300,4800000000;4479096,3700000000;06  TETUÁN;06-06 BERRUGUETE;ZINIAS, CALLE, DE LAS;6;Verde;Línea;3
440272,2400000000;4479085,0900000000;06  TETUÁN;06-06 BERRUGUETE;ZINIAS, CALLE, DE LAS;7;Verde;Línea;4
439583,1600000000;4476259,4100000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ABDON TERRADAS, CALLE, DE;10;Verde;Línea;2
439636,2200000000;4476255,8400000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ABDON TERRADAS, CALLE, DE;2;Verde;Línea;4
439608,3500000000;4476257,7600000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ABDON TERRADAS, CALLE, DE;3;Verde;Línea;4
439565,5400000000;4476260,6200000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ABDON TERRADAS, CALLE, DE;7;Verde;Línea;2
439535,3000000000;4476261,1700000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ABDON TERRADAS, CALLE, DE;9;Verde;Línea;5
439396,5700000000;4475790,2900000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ALBERTO AGUILERA, CALLE, DE;62;Azul;Línea;1
439381,9500000000;4475814,8500000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;1;Verde;Línea;5
439390,4500000000;4475882,3100000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;10;Verde;Línea;5
439386,7800000000;4475909,3500000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;13;Verde;Línea;6
439392,2000000000;4475914,8500000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;14;Verde;Línea;4
439389,1000000000;4475954,7900000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;15;Verde;Línea;4
439395,0300000000;4475960,6000000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;16;Verde;Línea;6
439386,0700000000;4475805,8100000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;2;Verde;Línea;2
439396,0700000000;4475985,0800000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;20;Verde;Línea;2
439392,4500000000;4476010,2300000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;21;Verde;Línea;19
439397,6200000000;4476013,5700000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;21;Verde;Línea;2
439396,7800000000;4475998,7000000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;22;Verde;Línea;4
439398,5800000000;4476030,1200000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;24;Verde;Línea;5
439399,5800000000;4476049,4200000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;28;Verde;Línea;3
439396,5300000000;4476088,1400000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;29;Verde;Línea;3
439397,9700000000;4476115,8300000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;31;Verde;Línea;7
439400,2300000000;4476153,0600000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;33;Verde;Línea;2
439401,9900000000;4476181,5800000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;35;Verde;Línea;7
439404,4100000000;4476130,6500000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;38;Verde;Línea;19
439405,8700000000;4476246,2600000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;39;Verde;Línea;10
439399,4800000000;4476139,6500000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;40;Verde;Línea;2
439407,5000000000;4476187,4700000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;46;Verde;Línea;2
439407,8800000000;4476195,8700000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;46;Verde;Línea;1
439411,4500000000;4476342,4800000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;47;Verde;Línea;2
439410,0700000000;4476233,3100000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;48;Verde;Línea;2
439412,4900000000;4476360,7400000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;49;Verde;Línea;5
439383,2500000000;4475842,4400000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;5;Verde;Línea;4
439411,1400000000;4476252,2700000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;50;Verde;Línea;4
439412,8900000000;4476287,0600000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;52;Verde;Línea;5
439408,5000000000;4476292,3800000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;54;Verde;Línea;9
439413,9600000000;4476306,4200000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;56;Verde;Línea;3
439414,7900000000;4476407,7400000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;57;Verde;Línea;11
439388,2800000000;4475845,7200000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;6;Verde;Línea;9
439417,6600000000;4476363,2000000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;60;Verde;Línea;10
439426,7800000000;4476618,6600000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;63;Verde;Línea;3
439426,0300000000;4476603,0300000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;63;Verde;Línea;3
439419,7000000000;4476400,4900000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;64;Verde;Línea;3
439421,2800000000;4476427,1000000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;66;Verde;Línea;3
439428,2500000000;4476644,1900000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;67;Verde;Línea;6
439423,3600000000;4476464,2700000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;68;Azul;Línea;4
439384,6300000000;4475864,2500000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;7;Verde;Línea;4
439419,1000000000;4476485,1900000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;70;Azul;Línea;13
439425,0300000000;4476493,7200000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;70;Azul;Línea;8
439430,3800000000;4476672,1800000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;71;Verde;Línea;3
439432,3800000000;4476702,9300000000;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;73;Verde;Línea;2
