gis_x;gis_y;fecha_alta;fecha_baja;distrito;barrio;calle;num_finca;matricula
439608,1907882330;4473550,0278627100;28/05/2014;;01  CENTRO;01-01 PALACIO;AGUAS, CALLE, DE LAS;1;0301110056
439757,5709535220;4473794,5182208300;27/05/2014;;01  CENTRO;01-01 PALACIO;ALMENDRO, CALLE, DEL;14;0301110042
439724,4730690000;4474317,3719490000;26/05/2014;;01  CENTRO;01-01 PALACIO;AMNISTIA, CALLE, DE LA;6;0301110014
439923,6811090000;4474528,8892540000;26/05/2014;;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;11;0301110012
439735,2317480000;4474489,9585980000;26/05/2014;;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;8;0301110010
439232,9841766630;4473818,0719398400;27/05/2014;;01  CENTRO;01-01 PALACIO;BEATRIZ GALINDO, CALLE, DE;S/N;0301110032
439622,7569039360;4473423,0306175300;28/05/2014;;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;17;0301110064
439549,6164080680;4473438,8364026500;28/05/2014;;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;29;0301110063
439479,2651683980;4473481,5016919100;28/05/2014;;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;37;0301110046
439834,9469865800;4474517,9686340600;26/05/2014;;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE;8;0301110011
439885,3223309330;4473783,4094054000;27/05/2014;;01  CENTRO;01-01 PALACIO;CAVA ALTA, CALLE, DE LA;6;0301110041
439775,1329369930;4473743,0719398400;27/05/2014;;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;34;0301110045
439778,7486394730;4473597,8240059600;28/05/2014;;01  CENTRO;01-01 PALACIO;CEBADA, CALLE, DE LA;1;0301110058
439834,8436807950;4473661,7702869500;27/05/2014;29/06/2020;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;3;0301110049
439819,5452090000;4473647,6337040000;27/05/2014;;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;5;0301110048
439351,2693006300;4473878,4025183500;27/05/2014;;01  CENTRO;01-01 PALACIO;CIEGOS, CUESTA, DE LOS;S/N;0301110031
439153,1012452810;4474042,2378287500;28/05/2014;;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;0301120022
438968,1585284230;4474047,6933661300;01/07/2014;;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;0301120021
439765,7321105470;4473972,8240059600;26/05/2014;;01  CENTRO;01-01 PALACIO;CORDON, PLAZA, DEL;3;0301110030
439308,7417524200;4473344,2427387400;28/05/2014;;01  CENTRO;01-01 PALACIO;DESCARGAS, CUESTA, DE LAS;10;0301110069
439715,6288047620;4474900,3033448000;26/05/2014;;01  CENTRO;01-01 PALACIO;DOCTOR CARRACIDO, CALLE, DEL;2;0301110002
439510,6701270760;4473694,6215266200;27/05/2014;;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;12;0301110044
439363,0409850000;4473727,7498540000;27/05/2014;;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;20;0301110035
439693,3179710000;4474587,8144370000;26/05/2014;;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;2;0301110009
439631,1246725310;4474662,9066505800;26/05/2014;;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;10;0301110007
439814,3891353410;4474304,9521051300;26/05/2014;;01  CENTRO;01-01 PALACIO;ESCALINATA, CALLE, DE LA;11;0301110013
439545,7940940180;4474176,5430142200;26/05/2014;;01  CENTRO;01-01 PALACIO;FACTOR, CALLE, DEL;10;0301110017
439718,1791390000;4474760,2235020000;26/05/2014;;01  CENTRO;01-01 PALACIO;FOMENTO, CALLE, DE;16;0301110004
439902,7155816220;4473831,2950803400;27/05/2014;;01  CENTRO;01-01 PALACIO;GRAFAL, CALLE, DE;7;0301110040
439545,6374944230;4473293,6732361800;28/05/2014;;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;6;0301110072
439524,4070589660;4473280,6560348800;28/05/2014;;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;7;0301110073
439485,6702090000;4473409,5087040000;28/05/2014;;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;08;0301110065
439435,9210834510;4473319,8626054700;28/05/2014;;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;S/N;0301110070
439513,7693006300;4473853,9190472800;27/05/2014;;01  CENTRO;01-01 PALACIO;GRANADO, CALLE, DEL;2;0301110039
439718,1449150000;4473601,4641750000;28/05/2014;;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;10;0301110057
439724,2952090000;4473505,3837040000;28/05/2014;;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;13;0301110059
439703,2389975990;4473689,4094054000;27/05/2014;;01  CENTRO;01-01 PALACIO;HUMILLADERO, PLAZA, DEL;5;0301110036
439833,8088040000;4474770,9404620000;26/05/2014;;01  CENTRO;01-01 PALACIO;ISABEL LA CATOLICA, CALLE, DE;11;0301110005
439629,3438770000;4474143,3902660000;26/05/2014;;01  CENTRO;01-01 PALACIO;JUAN DE HERRERA, CALLE, DE;5;0301110018
439733,9139287290;4474857,1215266200;26/05/2014;;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;22;0301110003
439670,2133160000;4474954,7315650000;26/05/2014;;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;47;0301110001
439526,1659948450;4473771,4810307500;27/05/2014;;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS;11;0301110043
439388,5626890600;4474069,8281381900;26/05/2014;;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;85;0301110024
439327,6307972990;4474007,4675988800;30/08/2016;;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;S/N;0301110023
439370,8629645420;4473809,8074770300;27/05/2014;;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA;14;0301110033
439596,3217400000;4474269,2357610000;26/05/2014;;01  CENTRO;01-01 PALACIO;NOBLEJAS, CALLE, DE;2;0301110016
439435,3602097210;4473472,6173943900;28/05/2014;;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;5;0301110061
439340,4616510000;4473439,0550110000;28/05/2014;;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;21;0301110062
439624,0998791420;4473850,3033448000;27/05/2014;;01  CENTRO;01-01 PALACIO;SAN ANDRES, COSTANILLA, DE;8;0301110038
439412,6329369930;4473402,5760720700;28/05/2014;;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;12;0301110066
439365,0089700510;4473646,0678076100;27/05/2014;;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;4;0301110051
439599,9618760000;4473649,5503710000;27/05/2014;;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;2;0301110050
439473,0306642660;4473601,5760720700;27/05/2014;29/06/2020;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;14;0301110054
439500,6702090000;4473595,5087040000;27/05/2014;;01  CENTRO;01-01 PALACIO;SAN ISIDRO LABRADOR, CALLE, DE;11;0301110055
439703,7787670000;4473820,4406230000;27/05/2014;;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;10;0301110034
439659,9469865800;4473910,7372291000;27/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;14;0301110037
439415,3436490000;4473949,1348630000;26/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;23;0301110027
439536,2899617870;4473948,1339233100;26/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;24;0301110029
439316,9016010000;4473935,3773140000;26/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;29;0301110026
439271,2073171590;4473951,1297910800;26/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;35;0301110025
439117,4883088940;4473755,9851629800;28/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;11;0301110060
439073,2806642660;4473645,5760720700;27/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;23;0301110052
439157,6742593070;4473451,2330968700;27/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;45;0301110053
439216,8684741830;4473360,7027938300;28/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;55;0301110068
439356,2811550000;4473286,1154680000;28/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;69;0301110071
439479,5723309330;4473224,2427387400;28/05/2014;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;85;0301110075
439922,1556642660;4474676,3260720700;26/04/2014;;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;2;0301110008
439941,0723309330;4473756,4094054000;27/05/2014;;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;43;0301110047
439650,3949715650;4473258,8057326900;29/05/2014;;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;104;0301110074
439814,9056642660;4474700,9231795100;26/05/2014;;01  CENTRO;01-01 PALACIO;TORIJA, CALLE, DE;2;0301110006
439315,4988990000;4474040,4991780000;01/07/2014;;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;1;0301120020
439253,0677160000;4474038,7374520000;01/07/2014;;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;0301120019
439685,0561090000;4474340,0559210000;26/05/2014;;01  CENTRO;01-01 PALACIO;VERGARA, CALLE, DE;9;0301110015
439540,6985080000;4473987,0359070000;26/05/2014;;01  CENTRO;01-01 PALACIO;VILLA, CALLE, DE LA;2;0301110028
439594,5452090000;4473328,8837040000;28/05/2014;;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;5;0301110067
439927,1851630000;4473440,6122180000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;0301210024
440529,0347270000;4473187,9190360000;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;87;0301210057
440569,4511188120;4473100,7165679400;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;103;0301210064
439829,4080671500;4473148,5712663000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;35;0301210053
439770,6462550000;4473304,0500810000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;FRENTE 12;0301210036
440630,2212810000;4473311,6805300000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;7;0301210042
440718,9889975990;4473280,9927387400;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;16;0301210015
440793,2646951030;4473275,6237292600;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;27;0301210052
440952,8562049150;4473193,3249707500;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;32;0301210060
440424,6556642660;4473907,4510720700;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;35;0301210006
441085,1556642660;4473489,9927387400;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;119;0301210033
440854,7937800000;4473129,5172630000;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;16;0301210061
440520,8871110000;4473546,9684990000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;32;0301210019
439908,0508910000;4473148,5247830000;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;2;0301210066
439710,8658164490;4473220,9581305400;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;5;0301210047
439893,2192020000;4473279,2389430000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;17;0301210037
439996,8483450000;4473663,9107080000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;1;0301210013
440002,2865080000;4473502,2434570000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;12;0301210022
440007,1415150000;4473050,5316820000;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;CASINO, CALLE, DEL;7;0301210067
440180,5294127640;4473154,3782346700;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;CASINO, CALLE, DEL;12;0301210056
440469,3478130260;4473832,3281381900;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;CAﾑIZARES, CALLE, DE LOS;3;0301210007
440115,0089700510;4473821,9975596800;27/05/2014;;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;6;0301210003
440052,8302660000;4473848,7498380000;27/05/2014;;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;10;0301210002
440216,1453336880;4473941,1091299200;27/05/2014;;01  CENTRO;01-02 EMBAJADORES;CONCEPCION JERONIMA, CALLE, DE LA;4;0301210001
440204,4056642660;4473863,7010720700;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;7;0301210004
440286,5306642660;4473869,7010720700;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;DOCTOR CORTEZO, CALLE, DEL;7;0301210005
440966,6727848110;4473341,5027841300;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;3;0301210041
440779,7925400000;4473203,8592470000;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;FRENTE 20;0301210059
440702,7560847710;4473362,3277741100;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;DOCTOR PIGA, CALLE, DEL;3;0301210040
440061,5998791420;4473688,8364026500;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;10;0301210012
440032,1513591000;4473554,9589315000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;4;0301210021
440206,2602898170;4473325,3834409100;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;48;0301210038
440339,4924411260;4473068,4851629800;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;53;0301210065
440357,5709535220;4473003,4025183500;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;S/N;0301210070
439986,2899617870;4473704,0223530600;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;ESTUDIOS, CALLE, DE LOS;10;0301210011
439888,2589395860;4473426,8891814100;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;9;0301210023
440978,5870819670;4473279,7286551700;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;HOSPITAL, CALLE, DEL;10;0301210044
440389,9158600000;4473534,7436200000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE;32;0301210020
440390,3393940000;4473765,5397270000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA;8;0301210008
440551,1556642660;4473771,4510720700;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA;25;0301210009
440770,5419920000;4473098,3402750000;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;MALLORCA, CALLE, DE;13;0301210062
440946,9349840000;4473534,0072780000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;MARQUES DE TOCA, CALLE, DEL;1;0301210029
440519,0002330000;4473010,0158270000;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;MESON DE PAREDES, CALLE, DEL;85;0301210072
440463,7059930000;4473077,1215030000;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;MIGUEL SERVET, CALLE, DE;19;0301210071
439860,7817060000;4473262,1377830000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;MIRA EL RIO BAJA, CALLE, DE;9;0301210045
440083,6876450000;4473195,6714380000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;MIRA EL SOL, CALLE, DE;15;0301210049
440463,0805953960;4473661,0471464500;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;OLIVAR, CALLE, DEL;12;0301210014
440655,8677150000;4473668,7069950000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;OLMO, CALLE, DEL;30;0301210016
440575,4563950000;4473490,1091000000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;PRIMAVERA, CALLE, DE LA;3;0301210027
439658,2026206140;4473176,3045462400;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;PUERTA DE TOLEDO, GLORIETA, DE LA;1;0301210046
439975,8364290000;4473389,5450840000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;6;0301210025
439977,2855200930;4473216,0522434800;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;20;0301210048
440000,6490740000;4473116,8437470000;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;39;0301210055
440756,0200014710;4473470,3574096800;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;SALITRE, CALLE, DEL;16;0301210030
440464,9707423600;4473548,1507617000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;SAN CARLOS, CALLE, DE;9;0301210026
440823,0003779230;4473616,9333007500;28/05/2014;08/07/2021;01  CENTRO;01-02 EMBAJADORES;SAN ILDEFONSO, CALLE, DE;1;0301210028
440732,0912870130;4473617,0334208900;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;26;0301210017
440840,2210427200;4473502,2957356700;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;31;0301210032
440959,0599970000;4473436,1709660000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;FRENTE 48 B;0301210034
440666,7903580000;4473234,7178020000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;SOMBRERERIA, CALLE, DE LA;14 A;0301210051
440158,2389975990;4473779,5760720700;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE;14;0301210054
439939,0723309330;4473722,4927387400;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;49;0301210010
439672,3970810000;4473278,0324660000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;115;0301210035
440128,3393830000;4473020,4282010000;30/05/2014;17/11/2017;01  CENTRO;01-02 EMBAJADORES;TOLEDO, RONDA, DE;9;0301210068
440207,9841766630;4473001,7496257900;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;TOLEDO, RONDA, DE;S/N;0301210069
440656,0070880000;4473585,9892250000;28/05/2014;;01  CENTRO;01-02 EMBAJADORES;TORRECILLA DEL LEAL, CALLE, DE LA;13;0301210018
440695,5187390000;4473479,6984340000;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;TORRECILLA DEL LEAL, CALLE, DE LA;32;0301210031
440334,8306710000;4473220,7998550000;29/05/2014;29/03/2017;01  CENTRO;01-02 EMBAJADORES;TRIBULETE, CALLE, DEL;23;0301210050
440572,1994167690;4473244,4863644200;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;5;0301210043
440611,4720620000;4473157,9725480000;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;15;0301210058
440633,0874824480;4473052,7826836400;30/05/2014;;01  CENTRO;01-02 EMBAJADORES;VALENCIA, RONDA, DE;2;0301210063
440608,6431492480;4473376,7450748700;29/05/2014;;01  CENTRO;01-02 EMBAJADORES;ZURITA, CALLE, DE;41;0301210039
441134,7902500000;4473596,6064190000;29/05/2014;;01  CENTRO;01-03 CORTES;ALMADEN, CALLE, DE;FRENTE 21;0301310025
440728,1087685380;4473757,1130845400;29/05/2014;;01  CENTRO;01-03 CORTES;AMOR DE DIOS, CALLE, DEL;14;0301310019
440710,4432030000;4474274,8952840000;28/05/2014;06/06/2018;01  CENTRO;01-03 CORTES;ARLABAN, CALLE, DE;12;0301310004
440697,4056642660;4474273,5760720700;01/04/2021;;01  CENTRO;01-03 CORTES;ARLABAN, CALLE, DE;12;0301310004
440924,0493363280;4473607,2059473700;29/05/2014;;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;95;0301310024
441079,7935655660;4473517,9249709800;29/05/2014;;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;117;0301310026
440644,6204638550;4474523,4907688900;28/03/2016;;01  CENTRO;01-03 CORTES;CABALLERO DE GRACIA, CALLE, DEL;26;0301310028
441122,9341250000;4474028,3851570000;29/05/2014;;01  CENTRO;01-03 CORTES;CANOVAS DEL CASTILLO, PLAZA, DE;3;0301310012
441097,4358600000;4474139,8997220000;29/05/2014;;01  CENTRO;01-03 CORTES;CANOVAS DEL CASTILLO, PLAZA, DE;5;0301310007
441176,7809534840;4473526,8241053900;29/05/2014;;01  CENTRO;01-03 CORTES;CENICERO, CALLE, DE;11;0301310027
440867,1376886760;4473982,2391126700;29/05/2014;;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;15;0301310010
440980,4343270000;4473988,6853260000;29/05/2014;;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;25;0301310011
440411,2806642660;4474060,7010720700;29/05/2014;;01  CENTRO;01-03 CORTES;ESPOZ Y MINA, CALLE, DE;28;0301310009
440981,3162050000;4473906,5378350000;29/05/2014;;01  CENTRO;01-03 CORTES;JESUS, CALLE, DE;3;0301310015
440861,6985801590;4473911,2653795800;29/05/2014;;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;23;0301310014
441111,8396265300;4473938,3661664100;29/05/2014;;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;51;0301310016
440953,9415342620;4474350,5546689800;28/05/2014;;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE;28;0301310002
440890,3082110000;4474339,9347330000;28/05/2014;;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE;FRENTE 17;0301310003
440983,1556642660;4474408,9510720700;28/05/2014;;01  CENTRO;01-03 CORTES;MARQUES DE CUBAS, CALLE, DEL;2;0301310001
440995,2944210370;4474253,5801677200;28/05/2014;;01  CENTRO;01-03 CORTES;MARQUES DE CUBAS, CALLE, DEL;19;0301310005
440787,1800700000;4474070,2636370000;29/05/2014;;01  CENTRO;01-03 CORTES;PRADO, CALLE, DEL;25;0301310008
441186,6596150000;4473856,9173930000;29/05/2014;;01  CENTRO;01-03 CORTES;PRADO, PASEO, DEL;20;0301310018
441175,0401530000;4473924,4555190000;29/05/2014;;01  CENTRO;01-03 CORTES;PRADO, PASEO, DEL;FRENTE 11;0301310017
440581,4187540000;4474136,6317480000;29/05/2014;;01  CENTRO;01-03 CORTES;PRINCIPE, CALLE, DEL;12;0301310006
440958,1432604460;4473780,4614528100;29/05/2014;;01  CENTRO;01-03 CORTES;SAN JUAN, PLAZUELA, DE;1;0301310020
441050,7912180000;4473701,8271080000;29/05/2014;;01  CENTRO;01-03 CORTES;SAN PEDRO, CALLE, DE;14;0301310021
441039,8625493820;4473628,2990755200;29/05/2014;;01  CENTRO;01-03 CORTES;SAN PEDRO, CALLE, DE;17;0301310023
440482,4112490000;4473925,3027720000;29/05/2014;;01  CENTRO;01-03 CORTES;SAN SEBASTIAN, CALLE, DE;FRENTE 2;0301310013
441128,8782034010;4473690,5171705100;29/05/2014;;01  CENTRO;01-03 CORTES;VERONICA, CALLE, DE LA;17;0301310022
441040,2011100000;4474891,5195220000;27/05/2014;;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;5;0301410048
441196,7302360000;4474884,7097250000;27/05/2014;;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;21;0301410043
441050,3023300000;4475196,7343050000;26/05/2014;;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;9;0301410022
441104,0294300000;4475290,6413050000;26/05/2014;;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;23;0301410012
440673,9778300000;4474916,0923050000;27/05/2014;;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;17;0301410044
440854,0957850000;4474842,3091020000;27/05/2014;;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;39;0301410046
441145,5442650000;4475009,6652020000;27/05/2014;;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;2;0301410037
441274,8556180000;4474970,0299860000;27/05/2014;;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;14;0301410038
440795,0934470000;4474794,1407460000;27/05/2014;03/05/2018;01  CENTRO;01-04 JUSTICIA;BARBIERI, CALLE, DE;18;0301410050
440644,8260690000;4475372,3196310000;26/05/2014;;01  CENTRO;01-04 JUSTICIA;BARCELO, CALLE, DE;11;0301410009
440992,1394210000;4474568,4968730000;28/05/2014;;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;4;0301410057
440981,3283150000;4474736,1185700000;28/05/2014;;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;13;0301410052
440921,5920300000;4475064,7533050000;27/05/2014;;01  CENTRO;01-04 JUSTICIA;BELEN, TRAVESIA, DE;4;0301410033
440964,7889740000;4475269,4570880000;26/05/2014;;01  CENTRO;01-04 JUSTICIA;CAMPOAMOR, CALLE, DE;7;0301410014
441021,5051500000;4475343,6500400000;26/05/2014;;01  CENTRO;01-04 JUSTICIA;CAMPOAMOR, CALLE, DE;FRENTE 18;0301410010
440526,2348250000;4475490,0841650000;26/05/2014;;01  CENTRO;01-04 JUSTICIA;CHURRUCA, CALLE, DE;17;0301410002
440556,8291860000;4475415,5776200000;26/05/2014;;01  CENTRO;01-04 JUSTICIA;CHURRUCA, CALLE, DE;FRENTE 7;0301410008
440890,2286307730;4474728,9397084400;27/05/2014;;01  CENTRO;01-04 JUSTICIA;COLMENARES, CALLE, DE;13;0301410051
441107,1919798280;4474821,3651935900;27/05/2014;;01  CENTRO;01-04 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;1;0301410047
441119,8286300000;4474939,9233050000;27/05/2014;;01  CENTRO;01-04 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;8;0301410042
440682,5031300000;4475042,0373050000;27/05/2014;19/07/2017;01  CENTRO;01-04 JUSTICIA;FARMACIA, CALLE, DE LA;11;0301410028
441052,4775050000;4475066,8965830000;27/05/2014;;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;16;0301410029
440966,9562680000;4475167,3285870000;26/05/2014;;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;17;0301410025
