Gis_X;Gis_Y;Distrito;Barrio;Calle;Número de Finca;Matrícula
439607,989;4473548,993;01  CENTRO;01-01 PALACIO;AGUAS, CALLE, DE LAS;1;301110056
439542,9897;4473439,356;01  CENTRO;01-01 PALACIO;AGUILA, CALLE, DEL;15;301110063
439755,4202;4473791,384;01  CENTRO;01-01 PALACIO;ALMENDRO, CALLE, DEL;13;301110042
439724,4731;4474317,372;01  CENTRO;01-01 PALACIO;AMNISTIA, CALLE, DE LA;6;301110014
439923,6811;4474528,889;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;11;301110012
439735,2317;4474489,959;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;8;301110010
439343,0307;4473875,826;01  CENTRO;01-01 PALACIO;BEATRIZ GALINDO, CALLE, DE;2;301110031
439232,4395;4473811,933;01  CENTRO;01-01 PALACIO;BEATRIZ GALINDO, CALLE, DE;3;301110032
439481,4057;4473477,409;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;37;301110046
439833,9635;4474515,843;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE;8;301110011
439885,3223;4473783,409;01  CENTRO;01-01 PALACIO;CAVA ALTA, CALLE, DE LA;6;301110041
439774,3871;4473741,008;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA;34;301110045
439781,8785;4473598,55;01  CENTRO;01-01 PALACIO;CEBADA, CALLE, DE LA;1;301110058
439834,739;4473661,909;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;3;301110049
439819,5452;4473647,634;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;5;301110048
438968,1585;4474047,693;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;301120021
439153,1012;4474042,238;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA;S/N;301120022
439752,7516;4473977,872;01  CENTRO;01-01 PALACIO;CORDON, PLAZA, DEL;3;301110030
439317,7117;4473348,222;01  CENTRO;01-01 PALACIO;DESCARGAS, CUESTA, DE LAS;10;301110069
439497,7119;4473698,467;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;12;301110044
439363,041;4473727,75;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;20;301110035
439628,3223;4474667,409;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;10;301110007
439693,318;4474587,814;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;2;301110009
439815,9214;4474298,6;01  CENTRO;01-01 PALACIO;ESCALINATA, CALLE, DE LA;9;301110013
439549,6247;4474178,174;01  CENTRO;01-01 PALACIO;FACTOR, CALLE, DEL;12;301110017
439718,1791;4474760,224;01  CENTRO;01-01 PALACIO;FOMENTO, CALLE, DE;16;301110004
439897,9673;4473827,636;01  CENTRO;01-01 PALACIO;GRAFAL, CALLE, DE;07;301110040
439485,6702;4473409,509;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;08;301110065
439438,2952;4473466,884;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;17;301110061
439561,7898;4473267,006;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;4;301110072
439529,7898;4473271,256;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;7;301110073
439718,1449;4473601,464;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;10;301110057
439724,2952;4473505,384;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;13;301110059
439703,239;4473689,409;01  CENTRO;01-01 PALACIO;HUMILLADERO, PLAZA, DEL;5;301110036
439833,8088;4474770,94;01  CENTRO;01-01 PALACIO;ISABEL LA CATOLICA, CALLE, DE;11;301110005
439629,3439;4474143,39;01  CENTRO;01-01 PALACIO;JUAN DE HERRERA, CALLE, DE;5;301110018
439815,0708;4474702,921;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;1;301110006
439736,575;4474856,085;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;22;301110003
439713,3511;4474899,919;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;28;301110002
439670,2133;4474954,732;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;47;301110001
439396,2082;4474068,682;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;85;301110024
439327,6308;4474007,468;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;S/N;301110023
439384,1246;4473815,009;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA;12;301110033
439512,5944;4473852,605;01  CENTRO;01-01 PALACIO;MORERIA, PLAZA, DE LA;3;301110039
439596,3217;4474269,236;01  CENTRO;01-01 PALACIO;NOBLEJAS, CALLE, DE;2;301110016
439621,3422;4473423,039;01  CENTRO;01-01 PALACIO;PALOMA, CALLE, DE LA;1;301110064
439526,2831;4473772,539;01  CENTRO;01-01 PALACIO;REDONDILLA, CALLE, DE LA;11;301110043
439340,4617;4473439,055;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;21;301110062
439621,5507;4473863,636;01  CENTRO;01-01 PALACIO;SAN ANDRES, COSTANILLA, DE;8;301110038
439417,045;4473405,555;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;13;301110066
439365,8005;4473644,224;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;4;301110051
439473,0307;4473601,576;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;14;301110054
439599,9619;4473649,55;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;2;301110050
439500,6702;4473595,509;01  CENTRO;01-01 PALACIO;SAN ISIDRO LABRADOR, CALLE, DE;11;301110055
439703,7788;4473820,441;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;10;301110034
439667,6324;4473907,894;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;13;301110037
439415,3436;4473949,135;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;23;301110027
439538,2025;4473951,358;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;24;301110029
439316,9016;4473935,377;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;29;301110026
439263,5484;4473950,959;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;35;301110025
439073,2807;4473645,576;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;23;301110052
439156,3223;4473454,076;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;43;301110053
439219,1557;4473359,451;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;55;301110068
439356,2812;4473286,115;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;69;301110071
439479,5723;4473224,243;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;85;301110075
439121,6752;4473762,896;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;9;301110060
439922,1557;4474676,326;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;2;301110008
439649,2898;4473254,298;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;106;301110074
439929,1557;4473723,826;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;50;301110047
439315,4989;4474040,499;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;1;301120020
439253,0677;4474038,737;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;301120019
439454,6283;4473327,555;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;FRENTE 19;301110070
439685,0561;4474340,056;01  CENTRO;01-01 PALACIO;VERGARA, CALLE, DE;9;301110015
439540,6985;4473987,036;01  CENTRO;01-01 PALACIO;VILLA, CALLE, DE LA;2;301110028
439594,5452;4473328,884;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;5;301110067
439927,1852;4473440,612;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;301210024
440529,0347;4473187,919;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;87;301210057
440558,5111;4473124,054;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;99;301210064
439770,6463;4473304,05;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;FRENTE 12;301210036
440718,989;4473280,993;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;16;301210015
440948,2884;4473192,936;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;30;301210060
440630,2213;4473311,681;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;7;301210042
440802,5792;4473273,212;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;FRENTE 22;301210052
441085,1557;4473489,993;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;119;301210033
440424,6557;4473907,451;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;35;301210006
440854,7938;4473129,517;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;16;301210061
440520,8871;4473546,968;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;32;301210019
440463,812;4473671,727;01  CENTRO;01-02 EMBAJADORES;CALVARIO, CALLE, DEL;27;301210014
439908,0509;4473148,525;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;2;301210066
439834,3601;4473139,745;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8;301210053
440468,1067;4473823,813;01  CENTRO;01-02 EMBAJADORES;CAÑIZARES, CALLE, DE LOS;6;301210007
439713,2192;4473222,793;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;FRENTE 5;301210047
439893,2192;4473279,239;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;17;301210037
439996,8483;4473663,911;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;1;301210013
440002,2865;4473502,243;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;12;301210022
440180,0797;4473156,364;01  CENTRO;01-02 EMBAJADORES;CASINO, CALLE, DEL;12;301210056
440007,1415;4473050,532;01  CENTRO;01-02 EMBAJADORES;CASINO, CALLE, DEL;7;301210067
440052,8303;4473848,75;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;10;301210002
440104,4496;4473826,701;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;6;301210003
440211,6917;4473937,073;01  CENTRO;01-02 EMBAJADORES;CONCEPCION JERONIMA, CALLE, DE LA;6;301210001
440204,4057;4473863,701;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;7;301210004
440286,5307;4473869,701;01  CENTRO;01-02 EMBAJADORES;DOCTOR CORTEZO, CALLE, DEL;7;301210005
440960,7706;4473333,192;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;8;301210041
440779,7925;4473203,859;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;FRENTE 20;301210059
440707,6614;4473359,116;01  CENTRO;01-02 EMBAJADORES;DOCTOR PIGA, CALLE, DEL;5;301210040
440079,7403;4473695,878;01  CENTRO;01-02 EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;13;301210012
440032,3509;4473552,066;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;4;301210021
440205,4799;4473328,731;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;48;301210038
440344,9695;4473053,72;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;70;301210065
440342,3563;4472989,541;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, GLORIETA, DE;10;301210070
439985,7437;4473707,033;01  CENTRO;01-02 EMBAJADORES;ESTUDIOS, CALLE, DE LOS;10;301210011
440604,9269;4473383,132;01  CENTRO;01-02 EMBAJADORES;FE, CALLE, DE LA;10;301210039
440981,1096;4473283,822;01  CENTRO;01-02 EMBAJADORES;HOSPITAL, CALLE, DEL;10;301210044
440389,9159;4473534,744;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE;32;301210020
440551,1557;4473771,451;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA;25;301210009
440390,3394;4473765,54;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA;8;301210008
440770,542;4473098,34;01  CENTRO;01-02 EMBAJADORES;MALLORCA, CALLE, DE;13;301210062
440946,935;4473534,007;01  CENTRO;01-02 EMBAJADORES;MARQUES DE TOCA, CALLE, DEL;1;301210029
440519,0002;4473010,016;01  CENTRO;01-02 EMBAJADORES;MESON DE PAREDES, CALLE, DEL;85;301210072
440463,706;4473077,122;01  CENTRO;01-02 EMBAJADORES;MIGUEL SERVET, CALLE, DE;19;301210071
439860,7817;4473262,138;01  CENTRO;01-02 EMBAJADORES;MIRA EL RIO BAJA, CALLE, DE;9;301210045
440083,6876;4473195,671;01  CENTRO;01-02 EMBAJADORES;MIRA EL SOL, CALLE, DE;15;301210049
440466,5698;4473547,771;01  CENTRO;01-02 EMBAJADORES;OLIVAR, CALLE, DEL;32;301210026
440655,8677;4473668,707;01  CENTRO;01-02 EMBAJADORES;OLMO, CALLE, DEL;30;301210016
440575,4564;4473490,109;01  CENTRO;01-02 EMBAJADORES;PRIMAVERA, CALLE, DE LA;3;301210027
439654,4628;4473182,712;01  CENTRO;01-02 EMBAJADORES;PUERTA DE TOLEDO, GLORIETA, DE LA;1;301210046
439974,8785;4473218,242;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;18;301210048
440000,6491;4473116,844;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;39;301210055
439975,8364;4473389,545;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;6;301210025
440764,9597;4473478,597;01  CENTRO;01-02 EMBAJADORES;SALITRE, CALLE, DEL;14;301210030
440835,9284;4473499,723;01  CENTRO;01-02 EMBAJADORES;SAN COSME Y SAN DAMIAN, CALLE, DE;2;301210032
440820,6761;4473618,881;01  CENTRO;01-02 EMBAJADORES;SAN ILDEFONSO, CALLE, DE;1;301210028
439863,3114;4473459,351;01  CENTRO;01-02 EMBAJADORES;SANTA ANA, CALLE, DE;10;301210023
440730,92;4473615,745;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;26;301210017
440959,06;4473436,171;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;FRENTE 48 B;301210034
440666,7904;4473234,718;01  CENTRO;01-02 EMBAJADORES;SOMBRERERIA, CALLE, DE LA;14 A;301210051
440158,239;4473779,576;01  CENTRO;01-02 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE;14;301210054
439672,3971;4473278,032;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;115;301210035
439939,0723;4473722,493;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;49;301210010
440233,2312;4472994,401;01  CENTRO;01-02 EMBAJADORES;TOLEDO, RONDA, DE;38;301210069
440656,0071;4473585,989;01  CENTRO;01-02 EMBAJADORES;TORRECILLA DEL LEAL, CALLE, DE LA;13;301210018
440695,5187;4473479,698;01  CENTRO;01-02 EMBAJADORES;TORRECILLA DEL LEAL, CALLE, DE LA;32;301210031
440611,4721;4473157,973;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;15;301210058
440560,497;4473271,54;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;FRENTE 8;301210043
440637,7417;4473053,655;01  CENTRO;01-02 EMBAJADORES;VALENCIA, RONDA, DE;2;301210063
441038,6431;4473625,483;01  CENTRO;01-03 CORTES;ALMADEN, CALLE, DE;7;301310023
441134,7903;4473596,606;01  CENTRO;01-03 CORTES;ALMADEN, CALLE, DE;FRENTE 21;301310025
441071,5489;4473524,126;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;115;301310026
440725,5673;4473753,308;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;73;301310019
440940,4063;4473599,229;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;97;301310024
440644,6205;4474523,491;01  CENTRO;01-03 CORTES;CABALLERO DE GRACIA, CALLE, DEL;26;301310028
441122,9341;4474028,385;01  CENTRO;01-03 CORTES;CANOVAS DEL CASTILLO, PLAZA, DE;3;301310012
441097,4359;4474139,9;01  CENTRO;01-03 CORTES;CANOVAS DEL CASTILLO, PLAZA, DE;5;301310007
441176,781;4473526,824;01  CENTRO;01-03 CORTES;CENICERO, CALLE, DE;11;301310027
440865,3706;4473979,827;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;15;301310010
440980,4343;4473988,685;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;25;301310011
440411,2807;4474060,701;01  CENTRO;01-03 CORTES;ESPOZ Y MINA, CALLE, DE;28;301310009
440981,3162;4473906,538;01  CENTRO;01-03 CORTES;JESUS, CALLE, DE;3;301310015
440859,8479;4473911,457;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;23;301310014
440953,9415;4474350,555;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE;28;301310002
440890,3082;4474339,935;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE;FRENTE 17;301310003
440995,2944;4474253,58;01  CENTRO;01-03 CORTES;MARQUES DE CUBAS, CALLE, DEL;19;301310005
440983,1557;4474408,951;01  CENTRO;01-03 CORTES;MARQUES DE CUBAS, CALLE, DEL;2;301310001
440954,0431;4473778,887;01  CENTRO;01-03 CORTES;MORATIN, CALLE, DE;35;301310020
440787,1801;4474070,264;01  CENTRO;01-03 CORTES;PRADO, CALLE, DEL;25;301310008
441113,1302;4473935,712;01  CENTRO;01-03 CORTES;PRADO, PASEO, DEL;16;301310016
441186,6596;4473856,917;01  CENTRO;01-03 CORTES;PRADO, PASEO, DEL;20;301310018
441175,0402;4473924,456;01  CENTRO;01-03 CORTES;PRADO, PASEO, DEL;FRENTE 11;301310017
440581,4188;4474136,632;01  CENTRO;01-03 CORTES;PRINCIPE, CALLE, DEL;12;301310006
441050,7912;4473701,827;01  CENTRO;01-03 CORTES;SAN PEDRO, CALLE, DE;14;301310021
440482,4112;4473925,303;01  CENTRO;01-03 CORTES;SAN SEBASTIAN, CALLE, DE;FRENTE 2;301310013
441111,5816;4473691,61;01  CENTRO;01-03 CORTES;VERONICA, CALLE, DE LA;20;301310022
441196,7302;4474884,71;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;21;301410043
441040,2011;4474891,52;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;5;301410048
441104,0294;4475290,641;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;23;301410012
441050,3023;4475196,734;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;9;301410022
440673,9778;4474916,092;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;17;301410044
440854,0958;4474842,309;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;39;301410046
441274,8556;4474970,03;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;14;301410038
441145,5443;4475009,665;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;2;301410037
440644,8261;4475372,32;01  CENTRO;01-04 JUSTICIA;BARCELO, CALLE, DE;11;301410009
440981,3283;4474736,119;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;13;301410052
440992,1394;4474568,497;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;4;301410057
440921,592;4475064,753;01  CENTRO;01-04 JUSTICIA;BELEN, TRAVESIA, DE;4;301410033
440964,789;4475269,457;01  CENTRO;01-04 JUSTICIA;CAMPOAMOR, CALLE, DE;7;301410014
441021,5052;4475343,65;01  CENTRO;01-04 JUSTICIA;CAMPOAMOR, CALLE, DE;FRENTE 18;301410010
440526,2348;4475490,084;01  CENTRO;01-04 JUSTICIA;CHURRUCA, CALLE, DE;17;301410002
440556,8292;4475415,578;01  CENTRO;01-04 JUSTICIA;CHURRUCA, CALLE, DE;FRENTE 7;301410008
440890,2286;4474728,94;01  CENTRO;01-04 JUSTICIA;COLMENARES, CALLE, DE;13;301410051
441107,192;4474821,365;01  CENTRO;01-04 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;1;301410047
441119,8286;4474939,923;01  CENTRO;01-04 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;8;301410042
441052,4775;4475066,897;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;16;301410029
440966,9563;4475167,329;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;17;301410025
440887,6598;4475235,728;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;FRENTE 5;301410020
440547,9983;4475220,318;01  CENTRO;01-04 JUSTICIA;FUENCARRAL, CALLE, DE;79;301410017
440466,022;4475487,395;01  CENTRO;01-04 JUSTICIA;FUENCARRAL, CALLE, DE;98;301410001
441147,0057;4475212,635;01  CENTRO;01-04 JUSTICIA;GENERAL CASTAÑOS, CALLE, DEL;FRENTE 9;301410023
441081,5369;4475375,281;01  CENTRO;01-04 JUSTICIA;GENOVA, CALLE, DE;10;301410011
440575,1557;4474745,326;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;15;301410053
440616,2857;4474815,421;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;25;301410049
440536,8921;4474670,646;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;7;301410061
440877,8628;4474617,053;01  CENTRO;01-04 JUSTICIA;INFANTAS, CALLE, DE LAS;29;301410055
440629,8849;4474699,675;01  CENTRO;01-04 JUSTICIA;INFANTAS, CALLE, DE LAS;FRENTE 16;301410054
441038,5643;4475267,236;01  CENTRO;01-04 JUSTICIA;JUSTINIANO, CALLE, DE;10;301410013
440601,0624;4475494,995;01  CENTRO;01-04 JUSTICIA;LARRA, CALLE, DE;16;301410003
440610,5314;4475429,062;01  CENTRO;01-04 JUSTICIA;LARRA, CALLE, DE;FRENTE 8;301410007
440888,0686;4474915,845;01  CENTRO;01-04 JUSTICIA;LUIS DE GONGORA, CALLE, DE;1;301410040
441227,5885;4475000,91;01  CENTRO;01-04 JUSTICIA;MARQUES DE LA ENSENADA, CALLE, DEL;2;301410032
441298,2392;4475222,573;01  CENTRO;01-04 JUSTICIA;MARQUES DE LA ENSENADA, CALLE, DEL;FRENTE 3;301410024
440848,4609;4475293,077;01  CENTRO;01-04 JUSTICIA;MEJIA LEQUERICA, CALLE, DE;2;301410015
440671,2132;4475488,681;01  CENTRO;01-04 JUSTICIA;MEJIA LEQUERICA, CALLE, DE;21;301410004
440722,685;4474879,799;01  CENTRO;01-04 JUSTICIA;PELAYO, CALLE, DE;13;301410045
440776,2314;4474967,796;01  CENTRO;01-04 JUSTICIA;PELAYO, CALLE, DE;36;301410039
440874,2569;4475126,954;01  CENTRO;01-04 JUSTICIA;PELAYO, CALLE, DE;70;301410027
441027,5954;4474946,076;01  CENTRO;01-04 JUSTICIA;PIAMONTE, CALLE, DEL;12;301410041
440768,6247;4474588,94;01  CENTRO;01-04 JUSTICIA;REINA, CALLE, DE LA;20;301410062
440665,392;4474627,108;01  CENTRO;01-04 JUSTICIA;REINA, CALLE, DE LA;21;301410060
440850,3223;4474563,243;01  CENTRO;01-04 JUSTICIA;REINA, CALLE, DE LA;26;301410058
440938,9447;4474617,169;01  CENTRO;01-04 JUSTICIA;REY, PLAZA, DEL;6;301410056
441091,9758;4475044,491;01  CENTRO;01-04 JUSTICIA;SALESAS, PLAZA, DE LAS;7;301410031
441075,978;4475104,603;01  CENTRO;01-04 JUSTICIA;SALESAS, PLAZA, DE LAS;FRENTE 3;301410030
440856,6522;4475025,895;01  CENTRO;01-04 JUSTICIA;SAN GREGORIO, CALLE, DE;13;301410035
440767,9714;4475149,133;01  CENTRO;01-04 JUSTICIA;SAN LORENZO, CALLE, DE;17;301410019
440977,2447;4475013,315;01  CENTRO;01-04 JUSTICIA;SAN LUCAS, CALLE, DE;10;301410036
440642,7162;4475200,922;01  CENTRO;01-04 JUSTICIA;SAN MATEO, CALLE, DE;10;301410018
440737,0264;4475256,183;01  CENTRO;01-04 JUSTICIA;SAN MATEO, CALLE, DE;24;301410016
440813,4878;4475168,965;01  CENTRO;01-04 JUSTICIA;SAN MATEO, TRAVESIA, DE;11;301410021
440658,1488;4475103,572;01  CENTRO;01-04 JUSTICIA;SANTA BRIGIDA, CALLE, DE;FRENTE 13;301410026
440744,8716;4475455,827;01  CENTRO;01-04 JUSTICIA;SERRANO ANGUITA, CALLE, DE;11;301410005
440824,2589;4475404,266;01  CENTRO;01-04 JUSTICIA;SERRANO ANGUITA, CALLE, DE;8;301410006
439926,6956;4475382,265;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;13;301510025
439961,4934;4475596,952;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;34;301510011
439909,2058;4475307,918;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;7;301510032
439814,5556;4475426,776;01  CENTRO;01-05 UNIVERSIDAD;AMANIEL, CALLE, DE;27;301510024
439919,3457;4475006,208;01  CENTRO;01-05 UNIVERSIDAD;ANTONIO GRILO, CALLE, DE;10;301510059
439727,1676;4475632,295;01  CENTRO;01-05 UNIVERSIDAD;BALTASAR GRACIAN, CALLE, DE;2;301510004
440375,9579;4474771,732;01  CENTRO;01-05 UNIVERSIDAD;BARCO, CALLE, DEL;11;301510070
440418,5521;4474966,69;01  CENTRO;01-05 UNIVERSIDAD;BARCO, CALLE, DEL;41;301510064
440541,4057;4475027,576;01  CENTRO;01-05 UNIVERSIDAD;COLON, CALLE, DE;1;301510055
439632,0278;4475257,807;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;1;301510035
439718,6346;4475399,785;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;20;301510023
439825,4489;4475589,085;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;40;301510013
439856,3131;4475656,381;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;46;301510005
439668,5451;4475322,059;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;7;301510033
439774,931;4475273,138;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, TRAVESIA, DEL;FRENTE 5;301510036
440304,2901;4474903,622;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;29;301510063
440226,5729;4474823,046;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;9;301510067
440368,239;4474695,659;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;10;301510072
