Gis_X;Gis_Y;Distrito;Barrio;Calle;Número de Finca;Matrícula
440089,7668;4479605,735;06  TETUÁN;06-05 VALDEACEDERAS;DIRECCION, PASEO, DE LA;176;106520513
439948,1695;4479824,569;06  TETUÁN;06-05 VALDEACEDERAS;DIRECCION, PASEO, DE LA;224;106520995
440179,0738;4480091,206;06  TETUÁN;06-05 VALDEACEDERAS;DIRECCION, PASEO, DE LA;312;106520552
440190,3117;4480138,09;06  TETUÁN;06-05 VALDEACEDERAS;DIRECCION, PASEO, DE LA;S/N;106520551
439930,1712;4479838,177;06  TETUÁN;06-05 VALDEACEDERAS;DIRECCION, PASEO, DE LA;S/N;106520996
440526,1834;4479866,613;06  TETUÁN;06-05 VALDEACEDERAS;DIVINO REDENTOR, CALLE, DEL;23;106520501
440563,0492;4479929,713;06  TETUÁN;06-05 VALDEACEDERAS;DIVINO REDENTOR, CALLE, DEL;34;106520503
440628,4381;4480045,435;06  TETUÁN;06-05 VALDEACEDERAS;DIVINO REDENTOR, CALLE, DEL;52;106520550
440413,5498;4479937,662;06  TETUÁN;06-05 VALDEACEDERAS;ESPERANZA SANCHEZ CARRASCOSA, CALLE, DE;27;106520539
440498,2714;4480050,417;06  TETUÁN;06-05 VALDEACEDERAS;ESPERANZA SANCHEZ CARRASCOSA, CALLE, DE;57;106520541
440563,5016;4479431,784;06  TETUÁN;06-05 VALDEACEDERAS;FERELUZ, CALLE, DE;22;106520480
440579,3226;4479570,488;06  TETUÁN;06-05 VALDEACEDERAS;FERELUZ, CALLE, DE;55;106520481
440370,6402;4479977,58;06  TETUÁN;06-05 VALDEACEDERAS;FRANCISCA CALONGE, CALLE, DE;10;106520533
440710,7159;4479959,306;06  TETUÁN;06-05 VALDEACEDERAS;FRANCISCA CONDE, CALLE, DE;9;106520544
440604,6744;4479435,71;06  TETUÁN;06-05 VALDEACEDERAS;FRAY JUNIPERO SERRA, CALLE, DE;15;106520466
440678,8226;4479613,34;06  TETUÁN;06-05 VALDEACEDERAS;FRAY JUNIPERO SERRA, CALLE, DE;39;106520478
440528,5633;4479736,118;06  TETUÁN;06-05 VALDEACEDERAS;GARCI-NUÑO, CALLE, DE;1;106520452
440577,3226;4479788,043;06  TETUÁN;06-05 VALDEACEDERAS;GARCI-NUÑO, CALLE, DE;14;106520497
440632,4647;4479880,035;06  TETUÁN;06-05 VALDEACEDERAS;GARCI-NUÑO, CALLE, DE;37;106520499
440190,3836;4479649,445;06  TETUÁN;06-05 VALDEACEDERAS;GARDENIAS, CALLE, DE LAS;10 B;106520509
440397,1609;4479715,829;06  TETUÁN;06-05 VALDEACEDERAS;GENCIANA, CALLE, DE LA;51;106520488
440345,4577;4479492,612;06  TETUÁN;06-05 VALDEACEDERAS;GENCIANA, CALLE, DE LA;7;106520491
440667,9036;4479352,671;06  TETUÁN;06-05 VALDEACEDERAS;GONZALO SANDINO, CALLE, DE;7;106520464
440248,3096;4479674,13;06  TETUÁN;06-05 VALDEACEDERAS;GUILHOU, PLAZA, DE;6;106520507
440641,0353;4479806,169;06  TETUÁN;06-05 VALDEACEDERAS;GUINDOS, CALLE, DE LOS;10;106520498
440465,0122;4479904,306;06  TETUÁN;06-05 VALDEACEDERAS;GUINDOS, CALLE, DE LOS;33;106520504
440812,1233;4479862,194;06  TETUÁN;06-05 VALDEACEDERAS;HERRERA, CALLE, DE;8;106520474
440733,6788;4479915,639;06  TETUÁN;06-05 VALDEACEDERAS;HERRERA, TRAVESIA, DE;11;106520473
440255,5723;4480022,909;06  TETUÁN;06-05 VALDEACEDERAS;ISABEL SERRANO, CALLE, DE;7 D;106520531
440387,8319;4480109,98;06  TETUÁN;06-05 VALDEACEDERAS;JARAMAGOS, CALLE, DE LOS;12;106520535
440345,3875;4480134,609;06  TETUÁN;06-05 VALDEACEDERAS;JARAMAGOS, CALLE, DE LOS;14;106520529
440270,7331;4480156,439;06  TETUÁN;06-05 VALDEACEDERAS;JARAMAGOS, CALLE, DE LOS;25;106520528
440365,6432;4480050,085;06  TETUÁN;06-05 VALDEACEDERAS;JIRAFA, CALLE, DE LA;10;106520534
440409,6009;4479465,882;06  TETUÁN;06-05 VALDEACEDERAS;JOSE FRANCISCO DE ITURZAETA E IZAGUIRRE, CALLE, DE;S/N;106520549
440801,739;4479769,058;06  TETUÁN;06-05 VALDEACEDERAS;MANCHEGOS, CALLE, DE LOS;1;106520472
440471,9431;4480237,998;06  TETUÁN;06-05 VALDEACEDERAS;MARIANO SERRANO, CALLE, DE;22;106520538
440584,9118;4479267,621;06  TETUÁN;06-05 VALDEACEDERAS;MARQUES DE VIANA, CALLE, DEL;20;106520456
440479,212;4479343,604;06  TETUÁN;06-05 VALDEACEDERAS;MARQUES DE VIANA, CALLE, DEL;42;106520457
440404,0453;4479394,493;06  TETUÁN;06-05 VALDEACEDERAS;MATADERO, CALLE, DEL;2;106520458
440741,8223;4479536,909;06  TETUÁN;06-05 VALDEACEDERAS;MIOSOTIS, CALLE, DE LA;1;106520450
440582,4892;4479595,155;06  TETUÁN;06-05 VALDEACEDERAS;MIOSOTIS, CALLE, DE LA;19 C;106520482
440470,0723;4479621,965;06  TETUÁN;06-05 VALDEACEDERAS;MIOSOTIS, CALLE, DE LA;52 B;106520489
440348,9762;4479617,834;06  TETUÁN;06-05 VALDEACEDERAS;MIOSOTIS, CALLE, DE LA;66;106520490
440830,267;4479687,167;06  TETUÁN;06-05 VALDEACEDERAS;MULLER, CALLE, DE;42;106520449
440793,8781;4479642,877;06  TETUÁN;06-05 VALDEACEDERAS;MULLER, CALLE, DE;45;106520548
440355,772;4479755,94;06  TETUÁN;06-05 VALDEACEDERAS;NUESTRA SEÑORA DE LOS DOLORES, CALLE, DE;18;106520495
440070,7877;4480019,743;06  TETUÁN;06-05 VALDEACEDERAS;PANDO, CALLE, DE;21;106520524
440158,4436;4479991,725;06  TETUÁN;06-05 VALDEACEDERAS;PANDO, TRAVESIA, DE;S/N;106520523
440259,3223;4479859,076;06  TETUÁN;06-05 VALDEACEDERAS;PEDRO MEDRANO, CALLE, DE;1;106520455
440772,2714;4479978,602;06  TETUÁN;06-05 VALDEACEDERAS;PINOS ALTA, CALLE, DE;77;106520546
440424,0846;4479997,338;06  TETUÁN;06-05 VALDEACEDERAS;PINOS BAJA, CALLE, DE;37;106520532
440694,5168;4479869,119;06  TETUÁN;06-05 VALDEACEDERAS;PLATANO, CALLE, DEL;13;106520475
440632,7159;4479947,713;06  TETUÁN;06-05 VALDEACEDERAS;PLATANO, CALLE, DEL;30;106520543
440012,4364;4480037,738;06  TETUÁN;06-05 VALDEACEDERAS;REYES AIZQUIBEL, CALLE, DE;24;106520553
440274,0723;4479478,409;06  TETUÁN;06-05 VALDEACEDERAS;ROBLEDO, CALLE, DE;2;106520554
440664,827;4480035,454;06  TETUÁN;06-05 VALDEACEDERAS;ROSENDO CONDE, CALLE, DE;9;106520545
440932,8966;4479739,821;06  TETUÁN;06-05 VALDEACEDERAS;SANTA VALENTINA, CALLE, DE;13;106520470
440743,8596;4479721,081;06  TETUÁN;06-05 VALDEACEDERAS;SIERRA BULLONES, CALLE, DE LA;10;106520477
440106,1103;4479850,948;06  TETUÁN;06-05 VALDEACEDERAS;SORGO, CALLE, DEL;35;106520520
440912,0448;4479705,655;06  TETUÁN;06-05 VALDEACEDERAS;VEZA, CALLE, DE LA;19;106520471
440606,0818;4479634,081;06  TETUÁN;06-05 VALDEACEDERAS;VOLUNTARIOS CATALANES, CALLE, DE LOS;20 B;106520485
440469,4193;4479663,809;06  TETUÁN;06-05 VALDEACEDERAS;VOLUNTARIOS CATALANES, CALLE, DE LOS;45;106520487
440310,754;4479684,204;06  TETUÁN;06-05 VALDEACEDERAS;VOLUNTARIOS CATALANES, CALLE, DE LOS;72;106520494
440687,8501;4479035,095;06  TETUÁN;06-06 BERRUGUETE;ALGODONALES, CALLE, DE LOS;1;106620378
440543,2205;4479125,243;06  TETUÁN;06-06 BERRUGUETE;ALGODONALES, CALLE, DE LOS;22 B;106620398
440444,4674;4479177,144;06  TETUÁN;06-06 BERRUGUETE;ALGODONALES, CALLE, DE LOS;43;106620403
439915,9242;4478887,218;06  TETUÁN;06-06 BERRUGUETE;ALONSO NUÑEZ, CALLE, DE;11;106620437
439753,5439;4478901,178;06  TETUÁN;06-06 BERRUGUETE;ALONSO NUÑEZ, CALLE, DE;35;106620440
439993,5723;4478749,521;06  TETUÁN;06-06 BERRUGUETE;AMBROSIO VALLEJO, CALLE, DE;18;106620389
440081,4057;4478760,243;06  TETUÁN;06-06 BERRUGUETE;AMBROSIO VALLEJO, CALLE, DE;8;106620435
440617,1464;4479005,909;06  TETUÁN;06-06 BERRUGUETE;ARAUCARIA, CALLE, DE LA;6;106620400
440272,1217;4478915,811;06  TETUÁN;06-06 BERRUGUETE;BARON DEL CASTILLO DE CHIREL, CALLE, DEL;4;106620386
440226,739;4479263,576;06  TETUÁN;06-06 BERRUGUETE;BELLVER, CALLE, DE;1;106620412
440246,6834;4479361,298;06  TETUÁN;06-06 BERRUGUETE;BELLVER, CALLE, DE;22;106620407
440324,739;4478622,132;06  TETUÁN;06-06 BERRUGUETE;BERRUGUETE, CALLE, DE;13;106620444
440297,9612;4478701,743;06  TETUÁN;06-06 BERRUGUETE;BERRUGUETE, CALLE, DE;22;106620375
440270,5168;4478790,854;06  TETUÁN;06-06 BERRUGUETE;BERRUGUETE, CALLE, DE;41;106620419
440220,776;4478977,391;06  TETUÁN;06-06 BERRUGUETE;BERRUGUETE, CALLE, DE;64;106620423
440184,0168;4479224,909;06  TETUÁN;06-06 BERRUGUETE;BUSTILLO DEL ORO, CALLE, DE;1;106620414
440138,776;4479213,058;06  TETUÁN;06-06 BERRUGUETE;BUSTILLO DEL ORO, CALLE, DE;10;106620426
440030,8131;4479182,551;06  TETUÁN;06-06 BERRUGUETE;BUSTILLO DEL ORO, CALLE, DE;18 C;106620429
440652,4057;4479195,132;06  TETUÁN;06-06 BERRUGUETE;CACTUS, CALLE, DEL;22;106620379
440563,0168;4479035,743;06  TETUÁN;06-06 BERRUGUETE;CACTUS, CALLE, DEL;6;106620399
439841,6834;4478956,798;06  TETUÁN;06-06 BERRUGUETE;CAMPO REAL, CALLE, DE;5;106620441
439856,3501;4478812,187;06  TETUÁN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;11;106620439
440118,9333;4479468,818;06  TETUÁN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;151;106620448
439884,4057;4479017,854;06  TETUÁN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;51;106620436
440164,9612;4479114,298;06  TETUÁN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;97;106620428
439874,7946;4479134,909;06  TETUÁN;06-06 BERRUGUETE;FELIX PORTONES, CALLE, DE;12;106620443
439925,7349;4479110,42;06  TETUÁN;06-06 BERRUGUETE;FELIX PORTONES, CALLE, DE;2;106620418
440282,0168;4478589,132;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;24;106620373
440236,739;4478663,993;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;38;106620371
439996,7946;4478692,243;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;60;106620369
440325,239;4478514,632;06  TETUÁN;06-06 BERRUGUETE;FULGENCIO DE MIGUEL, CALLE, DE;7;106620372
439848,4716;4478738,465;06  TETUÁN;06-06 BERRUGUETE;GUADALIX, CALLE, DE;1;106620366
440486,3501;4479024,521;06  TETUÁN;06-06 BERRUGUETE;HIERBABUENA, CALLE, DE LA;9;106620391
440098,4351;4479276,88;06  TETUÁN;06-06 BERRUGUETE;ISLA DE GOMERA, CALLE, DE LA;18;106620416
439980,6279;4479237,835;06  TETUÁN;06-06 BERRUGUETE;ISLA DE GOMERA, CALLE, DE LA;5;106620415
440009,2205;4479220,354;06  TETUÁN;06-06 BERRUGUETE;ISLA DE GOMERA, CALLE, DE LA;7;106620417
440424,1279;4478749,076;06  TETUÁN;06-06 BERRUGUETE;JUAN DEL RISCO, CALLE, DE;2;106620376
440281,6279;4478985,465;06  TETUÁN;06-06 BERRUGUETE;JUAN DEL RISCO, CALLE, DE;35;106620394
440362,776;4478708,095;06  TETUÁN;06-06 BERRUGUETE;LOPE DE HARO, CALLE, DE;13;106620445
440465,5723;4478760,909;06  TETUÁN;06-06 BERRUGUETE;LOPE DE HARO, CALLE, DE;6;106620374
439932,4427;4478707,058;06  TETUÁN;06-06 BERRUGUETE;LORENZANA, CALLE, DE;2;106620368
439913,239;4478782,826;06  TETUÁN;06-06 BERRUGUETE;LORENZANA, CALLE, DE;8;106620422
440147,5723;4478917,076;06  TETUÁN;06-06 BERRUGUETE;LUIS MISSON, CALLE, DE;6;106620446
440192,489;4479406,243;06  TETUÁN;06-06 BERRUGUETE;LUIS PORTONES, CALLE, DE;6 B;106620447
440105,4305;4478686,641;06  TETUÁN;06-06 BERRUGUETE;MARGARITAS, CALLE, DE LAS;2;106620370
439996,8501;4478902,743;06  TETUÁN;06-06 BERRUGUETE;MARGARITAS, CALLE, DE LAS;34;106620434
439947,6279;4479021,743;06  TETUÁN;06-06 BERRUGUETE;MARGARITAS, CALLE, DE LAS;55;106620433
440569,1094;4479256,021;06  TETUÁN;06-06 BERRUGUETE;MARIA JUANA, CALLE, DE;28;106620380
440582,6834;4478962,465;06  TETUÁN;06-06 BERRUGUETE;MARIA ZAYAS, CALLE, DE;8;106620377
440730,6649;4479136,465;06  TETUÁN;06-06 BERRUGUETE;MARQUES DE VIANA, CALLE, DEL;5;106620388
440432,739;4479351,021;06  TETUÁN;06-06 BERRUGUETE;MARQUES DE VIANA, CALLE, DEL;57;106620381
440271,3686;4479461,724;06  TETUÁN;06-06 BERRUGUETE;MARQUES DE VIANA, CALLE, DEL;91;106620382
440109,2946;4479008,391;06  TETUÁN;06-06 BERRUGUETE;MASEDA, CALLE, DE;12;106620425
440096,3439;4479069,317;06  TETUÁN;06-06 BERRUGUETE;MASEDA, CALLE, DE;2;106620430
440679,1834;4479115,576;06  TETUÁN;06-06 BERRUGUETE;NARANJO, CALLE, DEL;11;106620401
440570,9983;4479178,835;06  TETUÁN;06-06 BERRUGUETE;NARANJO, CALLE, DEL;22;106620402
440448,7946;4479257,298;06  TETUÁN;06-06 BERRUGUETE;NARANJO, CALLE, DEL;53;106620404
440375,239;4479315,743;06  TETUÁN;06-06 BERRUGUETE;NENUFAR, CALLE, DEL;15;106620405
440478,1094;4478869,761;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;12;106620387
440418,2575;4478976,021;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;22;106620392
440406,0168;4479025,076;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;26;106620395
440323,6834;4479151,687;06  TETUÁN;06-06 BERRUGUETE;NUESTRA SEÑORA DEL CARMEN, CALLE, DE;39;106620396
439803,6279;4478997,521;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;22;106620442
440005,2946;4479364,798;06  TETUÁN;06-06 BERRUGUETE;OFELIA NIETO, CALLE, DE;S/N;106620427
440261,739;4478849,687;06  TETUÁN;06-06 BERRUGUETE;PALACIOS, CALLE, DE LOS;2;106620421
440322,4057;4478884,743;06  TETUÁN;06-06 BERRUGUETE;PALACIOS, CALLE, DE LOS;7;106620390
440298,2946;4479036,243;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;2;106620393
440149,2739;4479299,152;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;48;106620409
440068,626;4479388,397;06  TETUÁN;06-06 BERRUGUETE;PANIZO, CALLE, DEL;62;106620408
439950,9338;4478843,553;06  TETUÁN;06-06 BERRUGUETE;RITA LUNA, CALLE, DE;2;106620438
440037,989;4479088,659;06  TETUÁN;06-06 BERRUGUETE;ROSA MENENDEZ, CALLE, DE;13;106620432
440279,7946;4479204,965;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;2;106620411
440304,2205;4479304,095;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;21;106620383
440328,6649;4479356,909;06  TETUÁN;06-06 BERRUGUETE;RUIZ PALACIOS, CALLE, DE;30;106620406
440249,0723;4479130,058;06  TETUÁN;06-06 BERRUGUETE;SAUCO, CALLE, DEL;4;106620413
440146,5307;4478781,076;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;16;106620367
440071,2946;4478898,243;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;29;106620384
440200,7875;4478702,798;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;3;106620420
439994,7586;4479030,62;06  TETUÁN;06-06 BERRUGUETE;VILLAAMIL, CALLE, DE;47;106620385
439392,7952;4476074,427;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;29;307110044
439399,6052;4476204,839;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;35;307110037
439414,533;4476272,12;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;52;307110030
439417,6533;4476514,159;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;61 A;307110012
439392,8315;4475863,351;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;8;307110056
439435,9381;4476622,901;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANDRES MELLADO, CALLE, DE;82;307110006
439499,9101;4476016,75;07  CHAMBERÍ;07-01 GAZTAMBIDE;ANTONIO PALOMINO, CALLE, DE;10;307110049
439087,6345;4476242,211;07  CHAMBERÍ;07-01 GAZTAMBIDE;ARCIPRESTE DE HITA, CALLE, DEL;14;307110034
439644,362;4476134,183;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;33;307110048
439650,1767;4476264,823;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;41;307110029
439661,3082;4476419,887;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;53;307110019
439674,1557;4476571,826;07  CHAMBERÍ;07-01 GAZTAMBIDE;BLASCO DE GARAY, CALLE, DE;63;307110010
439577,2648;4475991,77;07  CHAMBERÍ;07-01 GAZTAMBIDE;CALVO ASENSIO, CALLE, DE;7;307110050
439443,8194;4476723,396;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;49;307110003
439290,8025;4476732,846;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;61;307110002
439212,8845;4476735,393;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;65;307110001
439516,5601;4476445,28;07  CHAMBERÍ;07-01 GAZTAMBIDE;DONOSO CORTES, CALLE, DE;51;307110018
439378,0115;4476443,173;07  CHAMBERÍ;07-01 GAZTAMBIDE;DONOSO CORTES, CALLE, DE;63;307110020
439180,9917;4476469,528;07  CHAMBERÍ;07-01 GAZTAMBIDE;DONOSO CORTES, CALLE, DE;81;307110016
439239,4901;4476341,937;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;100;307110027
439189,6429;4476345,748;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;102;307110028
439604,6507;4476320,201;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;64;307110023
439501,5896;4476326,662;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;76;307110024
439406,2196;4476332,204;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;86;307110025
439324,5398;4476336,665;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDEZ DE LOS RIOS, CALLE, DE;92;307110026
439598,3385;4476186,373;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDO EL CATOLICO, CALLE, DE;47;307110039
439496,8157;4476196,525;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDO EL CATOLICO, CALLE, DE;51;307110038
439265,6257;4476217,765;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDO EL CATOLICO, CALLE, DE;69;307110036
439141,1429;4476208,816;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDO EL CATOLICO, CALLE, DE;77;307110035
439586,3404;4475849,963;07  CHAMBERÍ;07-01 GAZTAMBIDE;FRANCISCO RICCI, CALLE, DE;3;307110061
439281,3645;4475815,405;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;1;307110057
439288,5088;4475944,305;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;15;307110052
439307,8894;4476080,072;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;20;307110043
439315,6181;4476228,836;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;28;307110032
439321,48;4476520,656;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;63;307110013
439330,8121;4476666,457;07  CHAMBERÍ;07-01 GAZTAMBIDE;GAZTAMBIDE, CALLE, DE;75;307110004
439492,6991;4475922,468;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;12;307110055
439507,7371;4476115,615;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;30;307110046
439516,9664;4476257,747;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;38;307110031
439489,8582;4475828,003;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;4;307110060
439525,2979;4476373,938;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;50;307110022
439535,892;4476514,941;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;60;307110011
439205,9425;4476236,07;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;23;307110033
439232,8112;4476478,51;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;42;307110017
439229,9443;4476633,242;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;47;307110005
439193,1753;4476012,566;07  CHAMBERÍ;07-01 GAZTAMBIDE;HILARION ESLAVA, CALLE, DE;5;307110051
439097,8503;4476401,817;07  CHAMBERÍ;07-01 GAZTAMBIDE;ISAAC PERAL, CALLE, DE;12;307110021
439108,04;4476477,497;07  CHAMBERÍ;07-01 GAZTAMBIDE;ISAAC PERAL, CALLE, DE;20;307110015
439118,8845;4476554,332;07  CHAMBERÍ;07-01 GAZTAMBIDE;ISAAC PERAL, CALLE, DE;34;307110014
439539,239;4476582,826;07  CHAMBERÍ;07-01 GAZTAMBIDE;JOAQUIN MARIA LOPEZ, CALLE, DE;38;307110009
439399,7645;4476592,167;07  CHAMBERÍ;07-01 GAZTAMBIDE;JOAQUIN MARIA LOPEZ, CALLE, DE;46;307110008
439193,1981;4476607,022;07  CHAMBERÍ;07-01 GAZTAMBIDE;JOAQUIN MARIA LOPEZ, CALLE, DE;68;307110007
439560,652;4476066,392;07  CHAMBERÍ;07-01 GAZTAMBIDE;MELENDEZ VALDES, CALLE, DE;38;307110047
439455,4855;4476070,534;07  CHAMBERÍ;07-01 GAZTAMBIDE;MELENDEZ VALDES, CALLE, DE;44;307110045
439211,0487;4476072,304;07  CHAMBERÍ;07-01 GAZTAMBIDE;MELENDEZ VALDES, CALLE, DE;61;307110042
439172,5631;4476080,248;07  CHAMBERÍ;07-01 GAZTAMBIDE;MELENDEZ VALDES, CALLE, DE;68;307110041
439622,5655;4475927,413;07  CHAMBERÍ;07-01 GAZTAMBIDE;RODRIGUEZ SAN PEDRO, CALLE, DE;38;307110054
439380,6896;4475941,221;07  CHAMBERÍ;07-01 GAZTAMBIDE;RODRIGUEZ SAN PEDRO, CALLE, DE;62;307110053
440033,7295;4476045,468;07  CHAMBERÍ;07-02 ARAPILES;ARAPILES, CALLE, DE;10;307210032
439896,6608;4476049,583;07  CHAMBERÍ;07-02 ARAPILES;ARAPILES, CALLE, DE;20;307210035
439656,1575;4476178,738;07  CHAMBERÍ;07-02 ARAPILES;BLASCO DE GARAY, CALLE, DE;40;307210026
439675,681;4476419,845;07  CHAMBERÍ;07-02 ARAPILES;BLASCO DE GARAY, CALLE, DE;68;307210012
439678,4057;4476486,451;07  CHAMBERÍ;07-02 ARAPILES;BLASCO DE GARAY, CALLE, DE;74;307210009
439689,6557;4476629,326;07  CHAMBERÍ;07-02 ARAPILES;BLASCO DE GARAY, CALLE, DE;84;307210005
440250,2592;4476296,816;07  CHAMBERÍ;07-02 ARAPILES;BRAVO MURILLO, CALLE, DE;15;307210020
440260,7055;4476579,817;07  CHAMBERÍ;07-02 ARAPILES;BRAVO MURILLO, CALLE, DE;43;307210008
440247,7213;4476226,696;07  CHAMBERÍ;07-02 ARAPILES;BRAVO MURILLO, CALLE, DE;7;307210025
439939,4013;4476690,454;07  CHAMBERÍ;07-02 ARAPILES;CEA BERMUDEZ, CALLE, DE;11;307210003
439852,7945;4476693,571;07  CHAMBERÍ;07-02 ARAPILES;CEA BERMUDEZ, CALLE, DE;17;307210002
439751,2088;4476700,742;07  CHAMBERÍ;07-02 ARAPILES;CEA BERMUDEZ, CALLE, DE;27;307210001
440110,4997;4476681,115;07  CHAMBERÍ;07-02 ARAPILES;CEA BERMUDEZ, CALLE, DE;3;307210004
439982,7585;4475762,148;07  CHAMBERÍ;07-02 ARAPILES;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL;1;307210047
440036,4202;4475831,793;07  CHAMBERÍ;07-02 ARAPILES;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL;12;307210045
440020,9617;4475937,892;07  CHAMBERÍ;07-02 ARAPILES;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL;20;307210038
439975,7998;4475830,843;07  CHAMBERÍ;07-02 ARAPILES;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL;7;307210044
440063,0164;4476395,74;07  CHAMBERÍ;07-02 ARAPILES;DONOSO CORTES, CALLE, DE;11;307210013
439779,3823;4476427,87;07  CHAMBERÍ;07-02 ARAPILES;DONOSO CORTES, CALLE, DE;40;307210010
440162,7315;4476392,575;07  CHAMBERÍ;07-02 ARAPILES;DONOSO CORTES, CALLE, DE;7;307210014
440047,6579;4476213,718;07  CHAMBERÍ;07-02 ARAPILES;ESCOSURA, CALLE, DE;4;307210023
440125,689;4476282,094;07  CHAMBERÍ;07-02 ARAPILES;FERNANDEZ DE LOS RIOS, CALLE, DE;16;307210018
440038,003;4476275,446;07  CHAMBERÍ;07-02 ARAPILES;FERNANDEZ DE LOS RIOS, CALLE, DE;21;307210021
439911,7788;4476297,128;07  CHAMBERÍ;07-02 ARAPILES;FERNANDEZ DE LOS RIOS, CALLE, DE;40;307210017
439835,2544;4476304,572;07  CHAMBERÍ;07-02 ARAPILES;FERNANDEZ DE LOS RIOS, CALLE, DE;44;307210016
