Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Número de Finca;Matrícula
441294,1556642660;4471139,3260720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;EMBAJADORES, CALLE, DE;230;702430036
441431,2806642660;4470738,8260720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;EMBAJADORES, CALLE, DE;284;702430026
442252,2303386610;4471694,0817254300;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;EROS, CALLE, DE;S/N;702430006
442336,1003830300;4471758,7732954900;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;ESTRELLA HADAR, CALLE, DE LA;S/N;702430001
441184,9056642660;4471258,5760720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;FRIGILIANA, CALLE, DE;2;702430044
441480,7806642660;4471112,9510720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;16;702430053
441422,3334722540;4471243,4255001600;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;6;702430057
441367,9550736040;4471397,3726218600;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;S/N;702430067
441313,5519371210;4471525,7124996400;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;S/N;702430071
441252,1556642660;4470862,4510720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;JOSE ANTONIO ZAPATA, CALLE, DE;1;702430029
441147,1556642660;4470962,7010720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;JULIAN RABANEDO, CALLE, DE;18;702430033
441278,4056642660;4470952,0760720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;JULIAN RABANEDO, CALLE, DE;2 A;702430032
441477,8369412210;4471322,7429575000;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;LITIO, CALLE, DEL;S/N;702430059
441000,4056642660;4471186,8260720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;MAESTRO ARBOS, CALLE, DEL;13;702430042
441143,9056642660;4471428,7010720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;MANUEL ALEIXANDRE, CALLE, DE;11;702430049
442196,6986369300;4471460,2188372100;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;MENESES, CALLE, DE;S/N;702430011
441061,0306642660;4471384,3260720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;MOLINO, PASEO, DEL;1;702430048
441159,4056642660;4471310,2010720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;MOLINO, PASEO, DEL;11;702430046
442303,4683521150;4471476,3917297200;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;NEREIDA, CALLE, DE;2;702430009
441088,2806642660;4471278,9510720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;NERJA, CALLE, DE;1;702430043
441422,3334722540;4471465,0643525900;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;ONICE, CALLE, DEL;5;702430070
442462,4779413520;4471608,0648369200;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PLANETA TIERRA, CALLE, DEL;1;702430002
442393,3495600730;4471550,6725369300;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PLANETA TIERRA, CALLE, DEL;S/N;702430004
441536,3405977000;4471362,4954420300;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;PLOMO, CALLE, DEL;1;702430061
441443,7910369810;4471582,5338779800;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;PLOMO, CALLE, DEL;13 B;702430069
441500,1765089040;4470876,1246342000;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE BEJAR, CALLE, DEL;1;702430024
441686,8287064080;4471068,0219031400;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE BEJAR, CALLE, DEL;20;702430019
441745,4789702700;4470965,8145577200;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE BEJAR, CALLE, DEL;30;702430020
441683,9348738880;4470951,1834151700;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;12;702430021
441750,7508048460;4470895,4363775800;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;19;702430016
441816,5024098940;4470680,9134641500;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;34;702430014
441791,2644200780;4470826,8067561500;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;49;702430015
441690,0910749370;4470721,4270793800;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;52;702430018
441727,7266737860;4470587,0458529000;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;S/N;702430013
441562,3939080720;4470927,3092968900;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE MIRAVETE, CALLE, DEL;1;702430023
441570,5427021230;4470754,1921889600;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO SERRANO, CALLE, DE;6;702430025
441652,4554760880;4470824,5928974000;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;PUERTO SERRANO, CALLE, DE;S/N;702430017
441348,0306642660;4470813,5760720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;RICARDO DAMAS, CALLE, DE;41;702430027
441258,1556642660;4470793,7010720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;RICARDO DAMAS, CALLE, DE;S/N;702430028
441170,7806642660;4470805,7010720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;RICARDO DAMAS, CALLE, DE;S/N;702430030
441086,9056642660;4470899,5760720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;RICARDO GOIZUETA, CALLE, DE;27;702430031
441275,6993076190;4471351,9947857400;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;2 B;702430068
441491,1502733040;4471443,3129931300;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;S/N;702430066
441692,9128834670;4471519,8177746800;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;S/N;702430064
441530,5277343960;4471511,5672590200;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;S/N;702430072
441350,8915071310;4471170,4834412800;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;SODIO, CALLE, DEL;1;702430055
441569,9051954870;4471259,5515080400;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;SODIO, CALLE, DEL;S/N;702430058
441445,5849254700;4471193,7348945000;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;SODIO, CALLE, DEL;S/N;702430054
441069,2806642660;4471197,3260720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;TENIENTE CORONEL NOREÑA, CALLE, DEL;15;702430038
441190,7806642660;4471053,7010720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;TENIENTE CORONEL NOREÑA, CALLE, DEL;28;702430035
441062,5306642660;4471030,4510720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;TERESA LOPEZ VALCARCEL, CALLE, DE;17;702430039
442342,1115466190;4471429,7336504300;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;TITAN, CALLE, DE;12;702430008
442408,3774690460;4471437,8916581600;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;TITAN, CALLE, DE;8;702430003
442143,6000252220;4471561,1205117500;25-11-16;02  ARGANZUELA;02-04 LEGAZPI;VILLARROBLEDO, CALLE, DE;S/N;702430012
441271,7806642660;4471078,0760720700;29-11-16;02  ARGANZUELA;02-04 LEGAZPI;VIÑUELAS, CALLE, DE;S/N;702430034
441538,7237158420;4471874,1615544000;22-11-16;02  ARGANZUELA;02-05 DELICIAS;ALABASTRO, CALLE, DEL;5;702530074
441061,0717259720;4471855,9724941600;22-11-16;02  ARGANZUELA;02-05 DELICIAS;ALEJANDRO FERRANT, CALLE, DE;1;702530057
441294,5870290120;4471749,7850288800;22-11-16;02  ARGANZUELA;02-05 DELICIAS;ALICANTE, CALLE, DE;12;702530085
441179,6024168930;4471744,4258014600;22-11-16;02  ARGANZUELA;02-05 DELICIAS;ALICANTE, CALLE, DE;7;702530071
441995,7292510110;4471781,1010883200;17-11-16;02  ARGANZUELA;02-05 DELICIAS;AMALTEA, CALLE, DE;1;702530002
441894,0779218980;4471985,1825799600;17-11-16;02  ARGANZUELA;02-05 DELICIAS;AMALTEA, CALLE, DE;S/N;702530006
441887,4805831970;4472244,2119884300;17-11-16;02  ARGANZUELA;02-05 DELICIAS;AMANECER EN MENDEZ ALVARO, PLAZA, DEL;2;702530014
441845,2128877930;4472294,9779506400;17-11-16;02  ARGANZUELA;02-05 DELICIAS;AMANECER EN MENDEZ ALVARO, PLAZA, DEL;6;702530016
441637,4183990640;4471692,8498702300;22-11-16;02  ARGANZUELA;02-05 DELICIAS;ANTRACITA, CALLE, DE LA;S/N;702530077
440924,4927715010;4472424,9119772500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;31;702530035
440907,0232922640;4472242,4658970900;22-11-16;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;36;702530042
440900,8016461200;4472168,9727020100;22-11-16;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;51;702530046
441100,9650402610;4471448,6601217400;22-11-16;02  ARGANZUELA;02-05 DELICIAS;BOLIVAR, CALLE, DE;5;702530090
441569,2872306460;4471567,5712965200;22-11-16;02  ARGANZUELA;02-05 DELICIAS;BRONCE, CALLE, DEL;1 B;702530078
441354,4938896940;4472457,8427611000;17-11-16;02  ARGANZUELA;02-05 DELICIAS;BUSTAMANTE, CALLE, DE;12;702530026
441612,7964727200;4472436,5411844500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;BUSTAMANTE, CALLE, DE;16;702530022
440848,9545949210;4472250,1133371400;22-11-16;02  ARGANZUELA;02-05 DELICIAS;CACERES, CALLE, DE;24;702530041
440787,1269863660;4472255,8165127700;22-11-16;02  ARGANZUELA;02-05 DELICIAS;CACERES, CALLE, DE;32;702530040
441012,6616590810;4472219,0051064200;22-11-16;02  ARGANZUELA;02-05 DELICIAS;CACERES, CALLE, DE;7;702530045
441596,0303061000;4471790,4302586400;22-11-16;02  ARGANZUELA;02-05 DELICIAS;CAOLIN, CALLE, DEL;9;702530076
441798,8078782880;4471981,3248141000;17-11-16;02  ARGANZUELA;02-05 DELICIAS;CASTOR Y POLUX, CALLE, DE;S/N;702530005
441473,0195614520;4471969,8217881500;22-11-16;02  ARGANZUELA;02-05 DELICIAS;CIRCON, CALLE, DEL;6;702530066
441373,3305289590;4471565,5018918700;22-11-16;02  ARGANZUELA;02-05 DELICIAS;CIRCONITA, CALLE, DE LA;3;702530087
441027,4783468110;4472388,2352468500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;CIUDAD REAL, CALLE, DE;10;702530032
441489,2171892580;4471761,8830868200;22-11-16;02  ARGANZUELA;02-05 DELICIAS;COBRE, CALLE, DEL;2;702530082
441509,5928657940;4471669,8741724600;22-11-16;02  ARGANZUELA;02-05 DELICIAS;COBRE, CALLE, DEL;8;702530081
441176,3657447760;4472429,8320264500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;CRISTO DEL CAMINO, CALLE, DEL;S/N;702530028
441046,1637664180;4471916,6414078300;22-11-16;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;108;702530054
441037,6094210310;4471584,9224585700;22-11-16;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;125;702530093
441095,1849329680;4472424,1292421500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;52;702530033
441102,4371108070;4472260,3748142100;22-11-16;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;65 D;702530044
441086,5880542030;4472333,5823613800;17-11-16;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;66;702530031
441084,9244612590;4472074,0176069400;22-11-16;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;75;702530058
441070,4711211680;4472164,6953202900;22-11-16;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;84;702530049
441058,0901340610;4472034,2198366600;22-11-16;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;98;702530053
440927,3732598590;4471984,1379644900;22-11-16;02  ARGANZUELA;02-05 DELICIAS;DIVINO VALLES, CALLE, DEL;14;702530051
440997,6260142340;4471979,2124946200;22-11-16;02  ARGANZUELA;02-05 DELICIAS;DIVINO VALLES, CALLE, DEL;6;702530052
440845,1956837090;4472145,7711466000;22-11-16;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;127;702530047
440884,7290602480;4472069,4263637100;22-11-16;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;135;702530050
440973,8277539730;4471898,8814907900;22-11-16;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;159;702530055
441011,5513733670;4471826,9343816400;22-11-16;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;167;702530056
441129,1407804710;4471580,3060943600;22-11-16;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;173 H;702530089
441058,0381592250;4471691,9478220500;22-11-16;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;180;702530094
441090,1935237590;4471612,5675822100;22-11-16;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;188;702530092
441127,1244374810;4471523,5301206800;22-11-16;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;198;702530091
440704,8796662790;4472414,5686920000;22-11-16;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;89;702530038
441933,3264962020;4471833,3878801900;17-11-16;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA DENEBOLA, CALLE, DE LA;11;702530007
442017,3027905100;4471715,6421572800;17-11-16;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA DENEBOLA, CALLE, DE LA;3;702530001
442016,6877843600;4471909,5368235000;17-11-16;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA SHAULA, CALLE, DE LA;1;702530008
440869,4217662450;4472477,8025061500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;27;702530036
440772,1389752360;4472485,5180378500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;37;702530037
441017,1909712100;4472468,5215042500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;9;702530034
440748,0723309330;4472330,4927387400;22-11-16;02  ARGANZUELA;02-05 DELICIAS;GENERAL PALANCA, CALLE, DEL;20;702530039
441028,2157744410;4472295,7387422000;22-11-16;02  ARGANZUELA;02-05 DELICIAS;GENERAL PALANCA, CALLE, DEL;33;702530043
441401,2409608810;4471679,9558874200;22-11-16;02  ARGANZUELA;02-05 DELICIAS;GRANITO, CALLE, DEL;32;702530083
441267,3133369820;4471636,0208348900;22-11-16;02  ARGANZUELA;02-05 DELICIAS;GRANITO, CALLE, DEL;S/N;702530086
441713,3779330800;4472185,2832173200;17-11-16;02  ARGANZUELA;02-05 DELICIAS;JUAN DE MARIANA, CALLE, DE;13;702530019
441785,0541043870;4472216,7044406300;17-11-16;02  ARGANZUELA;02-05 DELICIAS;JUAN DE MARIANA, CALLE, DE;17 B;702530018
441812,2261942900;4472188,4141577200;17-11-16;02  ARGANZUELA;02-05 DELICIAS;JUAN DE MARIANA, CALLE, DE;18;702530017
441118,4753872840;4471968,5582433500;22-11-16;02  ARGANZUELA;02-05 DELICIAS;JUAN DE VERA, CALLE, DE;5;702530069
441206,3454923460;4471957,5744802200;22-11-16;02  ARGANZUELA;02-05 DELICIAS;JUAN DE VERA, CALLE, DE;8;702530068
441320,0035630250;4471936,5620637900;22-11-16;02  ARGANZUELA;02-05 DELICIAS;JUAN DE VERA, CALLE, DE;S/N;702530072
441189,3127002420;4471845,6674442500;22-11-16;02  ARGANZUELA;02-05 DELICIAS;JUANA DOÑA, CALLE, DE;13;702530070
441847,5610930930;4472366,4304833400;17-11-16;02  ARGANZUELA;02-05 DELICIAS;MENDEZ ALVARO, CALLE, DE;36;702530015
441959,2685738040;4472233,3655163300;17-11-16;02  ARGANZUELA;02-05 DELICIAS;MENDEZ ALVARO, CALLE, DE;S/N;702530013
442044,1953321630;4472079,9494367100;17-11-16;02  ARGANZUELA;02-05 DELICIAS;MEZQUITE, CALLE, DEL;S/N;702530012
441800,8206256880;4471873,8105571400;17-11-16;02  ARGANZUELA;02-05 DELICIAS;NEBULOSAS, CALLE, DE LAS;18;702530004
441873,0558934960;4471761,2644316800;17-11-16;02  ARGANZUELA;02-05 DELICIAS;NEBULOSAS, CALLE, DE LAS;4;702530003
442152,7159628240;4471928,9933817000;17-11-16;02  ARGANZUELA;02-05 DELICIAS;ORIANA, CALLE, DEL;10;702530009
441203,3701057290;4472332,0460485900;17-11-16;02  ARGANZUELA;02-05 DELICIAS;PARROCO EUSEBIO CUENCA, CALLE, DEL;5;702530030
441555,7565079470;4471661,4904305600;22-11-16;02  ARGANZUELA;02-05 DELICIAS;PARROCO EUSEBIO CUENCA, CALLE, DEL;68;702530080
441156,9091865740;4472382,8679204400;17-11-16;02  ARGANZUELA;02-05 DELICIAS;PARROCO EUSEBIO CUENCA, CALLE, DEL;S/N;702530029
441419,1322829710;4471990,3166903900;22-11-16;02  ARGANZUELA;02-05 DELICIAS;PATIO DE SERVICIO, CALLE, DEL;S/N;702530065
441363,6733072670;4471739,5971906100;22-11-16;02  ARGANZUELA;02-05 DELICIAS;PLOMO, CALLE, DEL;21;702530084
441233,7290456820;4472426,4774474500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;RAMIREZ DE PRADO, CALLE, DE;1 B;702530027
441405,1480325990;4472320,1372931400;17-11-16;02  ARGANZUELA;02-05 DELICIAS;RAMIREZ DE PRADO, CALLE, DE;3 E;702530025
441539,3311926120;4472307,8930797900;17-11-16;02  ARGANZUELA;02-05 DELICIAS;RAMIREZ DE PRADO, CALLE, DE;4;702530023
441672,3402499760;4472297,3261559400;17-11-16;02  ARGANZUELA;02-05 DELICIAS;RAMIREZ DE PRADO, CALLE, DE;7 D;702530021
442046,7112664130;4471969,7515165500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;SABAL, CALLE, DEL;11;702530010
442125,5438729210;4472036,1721807600;17-11-16;02  ARGANZUELA;02-05 DELICIAS;SABAL, CALLE, DEL;2;702530011
441159,4642590290;4472101,2408374300;22-11-16;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;27;702530059
441263,5607070450;4472090,3515452400;22-11-16;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;45;702530061
440985,5715748300;4472116,9960331900;22-11-16;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;5;702530048
441345,6193018080;4472027,0899429600;22-11-16;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;51;702530064
441392,6333887500;4471955,2292567600;22-11-16;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;53;702530067
441493,0376286090;4471813,5120797100;22-11-16;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;61;702530075
441443,3719170520;4471884,9861325600;22-11-16;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;S/N;702530073
441343,9340542070;4472110,9634197500;22-11-16;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;3;702530062
441238,2819930190;4472174,6139253300;22-11-16;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;S/N;702530060
441400,0657627880;4472073,6287036500;22-11-16;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;S/N;702530063
441493,5411892580;4472445,4308188000;17-11-16;02  ARGANZUELA;02-05 DELICIAS;VARA DE REY, CALLE, DE;11;702530024
441730,8776535320;4472425,1356158500;17-11-16;02  ARGANZUELA;02-05 DELICIAS;VILLA DEL PRADO, CALLE, DE;2;702530020
441239,7743366630;4471508,0361166400;22-11-16;02  ARGANZUELA;02-05 DELICIAS;ZINC, CALLE, DEL;3;702530088
440494,7847790000;4472893,7438890000;10-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;ALONSO DEL BARCO, CALLE, DE;6;702630005
441335,5303800000;4472714,5374280000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;21;702630048
441437,4710030000;4472708,3180270000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;33;702630049
441530,1058860000;4472701,3535090000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;43;702630050
440751,9374160000;4473065,4668710000;10-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;ATOCHA, RONDA, DE;35;702630002
440867,7215240000;4473106,1650260000;10-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;ATOCHA, RONDA, DE;S/N;702630003
440942,9632760000;4472625,1419030000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;17;702630059
440954,4975130000;4472748,0517040000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;9;702630046
440723,5284330000;4472603,9177410000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;30;702630055
440562,1543890000;4472934,4589060000;10-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;FRENTE 6;702630006
441354,5289540000;4472467,1948390000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;17;702630079
441482,1381090000;4472456,3882940000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;25;702630080
441176,7604200000;4472482,7642640000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;3;702630077
441746,4528190000;4472437,4730470000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;43;702630082
441254,4486910000;4472591,4546090000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;31;702630063
441134,3896910000;4472590,9294990000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;36;702630062
441505,1488100000;4472561,6346440000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;51;702630065
441620,7320310000;4472562,5765040000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;63;702630067
441748,3409650000;4472483,8507620000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;63;702630072
440851,4217160000;4472624,4095710000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;7;702630058
441014,9759700000;4472612,2040290000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;FRENTE 28;702630060
440603,8903110000;4472606,2574690000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;CARDENAL SOLIS, CALLE, DEL;2;702630054
441158,0913520000;4472836,1174250000;11-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;18;702630034
441328,5365460000;4472837,0254600000;05-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;35;702630036
441400,9020105280;4472831,0471232200;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;45;702630037
441044,9459840000;4472857,9043160000;11-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;7;702630033
441159,4077850000;4473088,1323600000;10-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;10;702630011
441175,9056642660;4473024,3260720700;11-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;13;702630015
441132,4597150000;4472812,6827850000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;36;702630038
441102,4286740000;4472491,7353370000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;48;702630076
441002,1121180000;4472493,7945150000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;12;702630075
440869,3638620000;4472505,8937650000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;28;702630074
440796,3719840000;4472510,3285970000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;36;702630073
440690,6905060000;4472983,0719240000;10-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;FRAY LUIS DE LEON, CALLE, DE;3;702630007
441387,8554770000;4472617,1426340000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;GENERAL LACY, CALLE, DEL;19;702630064
440814,4443360000;4473038,3022170000;10-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;JOSE ANTONIO DE ARMONA, CALLE, DE;1;702630008
440893,1700780000;4472843,6238330000;11-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;JOSE ANTONIO DE ARMONA, CALLE, DE;28;702630032
441613,9579550000;4472449,4311360000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;JUAN MARTIN EL EMPECINADO, CALLE, DE;15;702630081
441625,4921920000;4472622,8108500000;09-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;JUAN MARTIN EL EMPECINADO, CALLE, DE;FRENTE 8 C;702630066
441112,7423560000;4472607,5659240000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;LUCA DE TENA, PLAZA, DE;12;702630061
440949,5596790000;4473066,2529060000;10-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;MARQUES DE LA VALDAVIA, CALLE, DEL;FRENTE 5;702630009
440864,9698670000;4472678,2970360000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;MARTIN SOLER, CALLE, DE;3;702630057
441349,7806642660;4472993,2010720700;11-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;16;702630018
441445,3435770000;4472876,2052480000;11-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;18;702630028
441542,9217050000;4472758,6585250000;06-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;22;702630041
441238,7847790000;4473125,7438890000;10-06-14;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;6;702630012
