gis_x;gis_y;fecha_alta;fecha_baja;distrito;barrio;calle;num_finca;matricula
442303,4684;4471476,392;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;NEREIDA, CALLE, DE;2;702430009
441088,2807;4471278,951;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;NERJA, CALLE, DE;1;702430043
441422,3335;4471465,064;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;ONICE, CALLE, DEL;5;702430070
442462,4779;4471608,065;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PLANETA TIERRA, CALLE, DEL;1;702430002
442393,3496;4471550,673;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PLANETA TIERRA, CALLE, DEL;S/N;702430004
441500,1765;4470876,125;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE BEJAR, CALLE, DEL;1;702430024
441686,8287;4471068,022;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE BEJAR, CALLE, DEL;20;702430019
441745,479;4470965,815;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE BEJAR, CALLE, DEL;30;702430020
441683,9349;4470951,183;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;12;702430021
441750,7508;4470895,436;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;19;702430016
441816,5024;4470680,913;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;34;702430014
441791,2644;4470826,807;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;49;702430015
441690,0911;4470721,427;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;52;702430018
441727,7267;4470587,046;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;S/N;702430013
441562,3939;4470927,309;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE MIRAVETE, CALLE, DEL;1;702430023
441570,5427;4470754,192;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO SERRANO, CALLE, DE;6;702430025
441652,4555;4470824,593;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;PUERTO SERRANO, CALLE, DE;S/N;702430017
441348,0307;4470813,576;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;RICARDO DAMAS, CALLE, DE;41;702430027
441258,1557;4470793,701;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;RICARDO DAMAS, CALLE, DE;S/N;702430028
441170,7807;4470805,701;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;RICARDO DAMAS, CALLE, DE;S/N;702430030
441086,9057;4470899,576;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;RICARDO GOIZUETA, CALLE, DE;27;702430031
441275,6993;4471351,995;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;2 B;702430068
441692,9129;4471519,818;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;S/N;702430064
441491,1503;4471443,313;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;S/N;702430066
441530,5277;4471511,567;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;S/N;702430072
441350,8915;4471170,483;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;SODIO, CALLE, DEL;1;702430055
441445,5849;4471193,735;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;SODIO, CALLE, DEL;S/N;702430054
441569,9052;4471259,552;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;SODIO, CALLE, DEL;S/N;702430058
441069,2807;4471197,326;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;TENIENTE CORONEL NOREÑA, CALLE, DEL;15;702430038
441190,7807;4471053,701;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;TENIENTE CORONEL NOREÑA, CALLE, DEL;28;702430035
441062,5307;4471030,451;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;TERESA LOPEZ VALCARCEL, CALLE, DE;17;702430039
442408,3775;4471437,892;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;TITAN, CALLE, DE;8;702430003
442342,1115;4471429,734;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;TITAN, CALLE, DE;12;702430008
442143,6;4471561,121;2016/11/25;;02  ARGANZUELA;02-04 LEGAZPI;VILLARROBLEDO, CALLE, DE;S/N;702430012
441271,7807;4471078,076;2016/11/29;;02  ARGANZUELA;02-04 LEGAZPI;VIÑUELAS, CALLE, DE;S/N;702430034
441538,7237;4471874,162;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;ALABASTRO, CALLE, DEL;5;702530074
441061,0717;4471855,972;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;ALEJANDRO FERRANT, CALLE, DE;1;702530057
441179,6024;4471744,426;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;ALICANTE, CALLE, DE;7;702530071
441294,587;4471749,785;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;ALICANTE, CALLE, DE;12;702530085
441995,7293;4471781,101;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;AMALTEA, CALLE, DE;1;702530002
441894,0779;4471985,183;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;AMALTEA, CALLE, DE;S/N;702530006
441887,4806;4472244,212;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;AMANECER EN MENDEZ ALVARO, PLAZA, DEL;2;702530014
441845,2129;4472294,978;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;AMANECER EN MENDEZ ALVARO, PLAZA, DEL;6;702530016
441637,4184;4471692,85;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;ANTRACITA, CALLE, DE LA;S/N;702530077
440924,841;4472428,184;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;31;702530035
440907,0233;4472242,466;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;36;702530042
440900,8016;4472168,973;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;51;702530046
441100,965;4471448,66;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;BOLIVAR, CALLE, DE;5;702530090
441566,713;4471574,783;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;BRONCE, CALLE, DEL;1 B;702530078
441354,4939;4472457,843;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;BUSTAMANTE, CALLE, DE;12;702530026
441612,7965;4472436,541;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;BUSTAMANTE, CALLE, DE;16;702530022
441012,6617;4472219,005;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;CACERES, CALLE, DE;7;702530045
440848,9546;4472250,113;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;CACERES, CALLE, DE;24;702530041
440787,127;4472255,817;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;CACERES, CALLE, DE;32;702530040
441596,0303;4471790,43;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;CAOLIN, CALLE, DEL;9;702530076
441792,9057;4471976,076;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;CASTOR Y POLUX, CALLE, DE;0;702530005
441473,0196;4471969,822;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;CIRCON, CALLE, DEL;6;702530066
441373,3305;4471565,502;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;CIRCONITA, CALLE, DE LA;3;702530087
441027,4783;4472388,235;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;CIUDAD REAL, CALLE, DE;10;702530032
441489,2172;4471761,883;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;COBRE, CALLE, DEL;2;702530082
441509,5929;4471669,874;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;COBRE, CALLE, DEL;8;702530081
441178,6557;4472428,701;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;CRISTO DEL CAMINO, CALLE, DEL;S/N;702530028
441095,1849;4472424,129;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;52;702530033
441086,5881;4472333,582;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;66;702530031
441084,9245;4472074,018;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;75;702530058
441070,4711;4472164,695;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;84;702530049
441058,0901;4472034,22;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;98;702530053
441046,1638;4471916,641;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;108;702530054
441037,6094;4471584,922;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;125;702530093
441102,4371;4472260,375;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;65 D;702530044
440997,626;4471979,212;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;DIVINO VALLES, CALLE, DEL;6;702530052
440927,3733;4471984,138;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;DIVINO VALLES, CALLE, DEL;14;702530051
440704,8797;4472414,569;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;89;702530038
440845,1957;4472145,771;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;127;702530047
440884,7291;4472069,426;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;135;702530050
440971,4859;4471903,157;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;159;702530055
441011,5514;4471826,934;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;167;702530056
441058,0382;4471691,948;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;180;702530094
441090,1935;4471612,568;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;188;702530092
441127,1244;4471523,53;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;198;702530091
441129,1408;4471580,306;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;173 H;702530089
442017,3028;4471715,642;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA DENEBOLA, CALLE, DE LA;3;702530001
441933,3265;4471833,388;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA DENEBOLA, CALLE, DE LA;11;702530007
442016,6878;4471909,537;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA SHAULA, CALLE, DE LA;1;702530008
441017,191;4472468,522;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;9;702530034
440866,2636;4472479,633;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;27;702530036
440772,139;4472485,518;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;37;702530037
440748,0723;4472330,493;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;GENERAL PALANCA, CALLE, DEL;20;702530039
441028,2158;4472295,739;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;GENERAL PALANCA, CALLE, DEL;33;702530043
441401,241;4471679,956;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;GRANITO, CALLE, DEL;32;702530083
441267,3133;4471636,021;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;GRANITO, CALLE, DEL;S/N;702530086
441363,6733;4471739,597;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;ISIDORO ÁLVAREZ ÁLVAREZ, CALLE, DE;21;702530084
441713,3779;4472185,283;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;JUAN DE MARIANA, CALLE, DE;13;702530019
441819,0307;4472193,576;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;JUAN DE MARIANA, CALLE, DE;18;702530017
441787,2807;4472218,451;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;JUAN DE MARIANA, CALLE, DE;17 B;702530018
441118,4754;4471968,558;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;JUAN DE VERA, CALLE, DE;5;702530069
441206,3455;4471957,574;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;JUAN DE VERA, CALLE, DE;8;702530068
441320,0036;4471936,562;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;JUAN DE VERA, CALLE, DE;S/N;702530072
441189,3127;4471845,667;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;JUANA DOÑA, CALLE, DE;13;702530070
441847,5611;4472366,43;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;MENDEZ ALVARO, CALLE, DE;36;702530015
441959,2686;4472233,366;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;MENDEZ ALVARO, CALLE, DE;S/N;702530013
442044,1953;4472079,949;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;MEZQUITE, CALLE, DEL;S/N;702530012
441873,0559;4471761,264;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;NEBULOSAS, CALLE, DE LAS;4;702530003
441800,8206;4471873,811;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;NEBULOSAS, CALLE, DE LAS;18;702530004
442152,716;4471928,993;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;ORIANA, CALLE, DEL;10;702530009
441561,4441;4471664,818;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;PARROCO EUSEBIO CUENCA, CALLE, DEL;68;702530080
441156,9092;4472382,868;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;PARROCO EUSEBIO CUENCA, CALLE, DEL;S/N;702530029
441200,1557;4472321,201;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;PARROCO EUSEBIO CUENCA, CALLE, DEL;S/N;702530030
441419,1323;4471990,317;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;PATIO DE SERVICIO, CALLE, DEL;S/N;702530065
441532,6557;4472308,326;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;RAMIREZ DE PRADO, CALLE, DE;4;702530023
441233,729;4472426,477;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;RAMIREZ DE PRADO, CALLE, DE;1 B;702530027
441405,148;4472320,137;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;RAMIREZ DE PRADO, CALLE, DE;3 E;702530025
441672,3402;4472297,326;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;RAMIREZ DE PRADO, CALLE, DE;7 D;702530021
442125,5439;4472036,172;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;SABAL, CALLE, DEL;2;702530011
442046,7113;4471969,752;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;SABAL, CALLE, DEL;11;702530010
440981,8687;4472117,786;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;5;702530048
441156,2062;4472101,36;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;27;702530059
441263,5607;4472090,352;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;45;702530061
441345,6193;4472027,09;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;51;702530064
441392,6334;4471955,229;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;53;702530067
441493,0376;4471813,512;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;61;702530075
441443,3719;4471884,986;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;S/N;702530073
441343,9341;4472110,963;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;3;702530062
441238,282;4472174,614;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;S/N;702530060
441400,0658;4472073,629;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;TURMALINA, CALLE, DE LA;S/N;702530063
441493,5412;4472445,431;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;VARA DE REY, CALLE, DE;11;702530024
441730,8777;4472425,136;2016/11/17;;02  ARGANZUELA;02-05 DELICIAS;VILLA DEL PRADO, CALLE, DE;2;702530020
441239,7743;4471508,036;2016/11/22;;02  ARGANZUELA;02-05 DELICIAS;ZINC, CALLE, DEL;3;702530088
440496,0007;4472891,522;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;ALONSO DEL BARCO, CALLE, DE;6;702630005
441335,5304;4472714,537;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;21;702630048
441434,0615;4472707,434;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;31;702630049
441530,1059;4472701,354;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;43;702630050
441001,7858;4473152,989;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;ATOCHA, RONDA, DE;13;702630004
440879,0586;4473110,531;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;ATOCHA, RONDA, DE;14;702630003
440759,8437;4473069,312;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;ATOCHA, RONDA, DE;31;702630002
440954,4975;4472748,052;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;9;702630046
440942,9633;4472625,142;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;17;702630059
440721,6796;4472611,045;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;30;702630055
440562,1544;4472934,459;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;FRENTE 6;702630006
441354,529;4472467,195;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;17;702630079
441482,1381;4472456,388;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;25;702630080
441746,4528;4472437,473;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;43;702630082
440851,4217;4472624,41;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;7;702630058
441255,075;4472583,151;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;40;702630063
441505,1488;4472561,635;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;51;702630065
441620,732;4472562,577;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;63;702630067
441748,341;4472483,851;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;63;702630072
441014,976;4472612,204;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;FRENTE 28;702630060
441138,54;4472591,209;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;S/N;702630062
440603,8903;4472606,257;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;CARDENAL SOLIS, CALLE, DEL;2;702630054
441044,946;4472857,904;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;7;702630033
441158,0914;4472836,117;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;18;702630034
441315,357;4472837,296;2014/06/05;;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;33;702630036
441400,902;4472831,047;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;45;702630037
441159,6155;4473093,611;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;8;702630011
441175,9057;4473024,326;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;13;702630015
441132,4597;4472812,683;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;36;702630038
441096,5172;4472484,911;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;2;702630076
441002,1121;4472493,795;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;12;702630075
440869,3639;4472505,894;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;28;702630074
440796,372;4472510,329;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;36;702630073
440690,6905;4472983,072;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;FRAY LUIS DE LEON, CALLE, DE;3;702630007
440733,767;4472860,231;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;FRAY LUIS DE LEON, CALLE, DE;12;702630031
441387,1066;4472612,13;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;GENERAL LACY, CALLE, DEL;19 B;702630064
440814,4443;4473038,302;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;JOSE ANTONIO DE ARMONA, CALLE, DE;1;702630008
440889,8185;4472851,863;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;JOSE ANTONIO DE ARMONA, CALLE, DE;28;702630032
441174,3065;4472482,328;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;JOSE MARIA ROQUERO, CALLE, DE;8;702630077
441633,1908;4472626,543;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;JUAN MARTIN EL EMPECINADO, CALLE, DE;6;702630066
441613,958;4472449,431;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;JUAN MARTIN EL EMPECINADO, CALLE, DE;15;702630081
441112,7424;4472607,566;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;LUCA DE TENA, PLAZA, DE;12;702630061
440951,2693;4473060,944;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;MARQUES DE LA VALDAVIA, CALLE, DEL;5;702630009
440864,9699;4472678,297;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;MARTIN SOLER, CALLE, DE;3;702630057
441238,7848;4473125,744;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;6;702630012
441349,7807;4472993,201;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;16;702630018
441445,3436;4472876,205;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;18;702630028
441534,9448;4472768,026;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;S/N;702630041
441094,3745;4472969,793;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;MURCIA, CALLE, DE;10;702630025
441221,4381;4472969,219;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;MURCIA, CALLE, DE;15;702630017
441332,2484;4472958,635;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;MURCIA, CALLE, DE;21;702630019
440557,9395;4472686,17;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;1;702630042
440675,1127;4472724,251;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;3;702630043
441054,3931;4472719,987;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;27;702630052
441123,3533;4472714,098;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;42 B;702630053
440957,6099;4472731,208;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;FRENTE 19;702630051
440813,7996;4472744,306;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;S/N;702630045
441031,3031;4472784,763;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;PEDRO UNANUE, CALLE, DE;14;702630039
441267,2089;4472900,197;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;RAFAEL DE RIEGO, CALLE, DE;16;702630027
441271,5014;4472803,669;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;RAFAEL DE RIEGO, CALLE, DE;17;702630040
441254,2046;4472720,772;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;RAFAEL DE RIEGO, CALLE, DE;30;702630047
441236,241;4472477,104;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;RAFAEL DE RIEGO, CALLE, DE;52;702630078
441287,8973;4473006,568;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;RAFAEL DE RIEGO, CALLE, DE;FRENTE 8;702630016
441107,3773;4473110,925;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;7;702630010
441053,7732;4473035,654;2014/06/10;;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;17;702630013
440995,9407;4472952,497;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;27;702630024
440917,5575;4472850,469;2014/06/05;;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;31;702630035
440850,8725;4472756,657;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;37;702630044
440784,6574;4472660,782;2014/06/06;;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;47;702630056
440720,071;4472567,762;2014/06/09;;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;53;702630070
440527,7362;4472852,046;2014/06/11;;02  ARGANZUELA;02-06 PALOS DE MOGUER;SEBASTIAN ELCANO, CALLE, DE;4;702630020
