gis_x;gis_y;fecha_alta;fecha_baja;distrito;barrio;calle;num_finca;matricula
439718,1449;4473601,464;2014/05/28;;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;10;301110057
439724,2952;4473505,384;2014/05/28;;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL;13;301110059
439703,239;4473689,409;2014/05/27;;01  CENTRO;01-01 PALACIO;HUMILLADERO, PLAZA, DEL;5;301110036
439833,8088;4474770,94;2014/05/26;;01  CENTRO;01-01 PALACIO;ISABEL LA CATOLICA, CALLE, DE;11;301110005
439629,3439;4474143,39;2014/05/26;;01  CENTRO;01-01 PALACIO;JUAN DE HERRERA, CALLE, DE;5;301110018
439733,9139;4474857,122;2014/05/26;;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;22;301110003
439670,2133;4474954,732;2014/05/26;;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;47;301110001
439526,166;4473771,481;2014/05/27;;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS;11;301110043
439388,5627;4474069,828;2014/05/26;;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;85;301110024
439327,6308;4474007,468;2016/08/30;;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;S/N;301110023
439370,863;4473809,807;2014/05/27;;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA;14;301110033
439596,3217;4474269,236;2014/05/26;;01  CENTRO;01-01 PALACIO;NOBLEJAS, CALLE, DE;2;301110016
439435,3602;4473472,617;2014/05/28;;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;5;301110061
439340,4617;4473439,055;2014/05/28;;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL;21;301110062
439624,0999;4473850,303;2014/05/27;;01  CENTRO;01-01 PALACIO;SAN ANDRES, COSTANILLA, DE;8;301110038
439412,6329;4473402,576;2014/05/28;;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;12;301110066
439365,009;4473646,068;2014/05/27;;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;4;301110051
439599,9619;4473649,55;2014/05/27;;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;2;301110050
439473,0307;4473601,576;2014/05/27;2020/06/29;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;14;301110054
439500,6702;4473595,509;2014/05/27;;01  CENTRO;01-01 PALACIO;SAN ISIDRO LABRADOR, CALLE, DE;11;301110055
439703,7788;4473820,441;2014/05/27;;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;10;301110034
439659,947;4473910,737;2014/05/27;;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;14;301110037
439415,3436;4473949,135;2014/05/26;;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;23;301110027
439536,29;4473948,134;2014/05/26;;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;24;301110029
439316,9016;4473935,377;2014/05/26;;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;29;301110026
439271,2073;4473951,13;2014/05/26;;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;35;301110025
439117,4883;4473755,985;2014/05/28;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;11;301110060
439073,2807;4473645,576;2014/05/27;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;23;301110052
439157,6743;4473451,233;2014/05/27;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;45;301110053
439216,8685;4473360,703;2014/05/28;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;55;301110068
439356,2812;4473286,115;2014/05/28;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;69;301110071
439479,5723;4473224,243;2014/05/28;;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;85;301110075
439922,1557;4474676,326;2014/04/26;;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;2;301110008
439941,0723;4473756,409;2014/05/27;;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;43;301110047
439650,395;4473258,806;2014/05/29;;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;104;301110074
439814,9057;4474700,923;2014/05/26;;01  CENTRO;01-01 PALACIO;TORIJA, CALLE, DE;2;301110006
439315,4989;4474040,499;2014/07/01;;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;1;301120020
439253,0677;4474038,737;2014/07/01;;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;301120019
439685,0561;4474340,056;2014/05/26;;01  CENTRO;01-01 PALACIO;VERGARA, CALLE, DE;9;301110015
439540,6985;4473987,036;2014/05/26;;01  CENTRO;01-01 PALACIO;VILLA, CALLE, DE LA;2;301110028
439594,5452;4473328,884;2014/05/28;;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;5;301110067
439927,1852;4473440,612;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;301210024
440529,0347;4473187,919;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;87;301210057
440569,4511;4473100,717;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;103;301210064
439829,4081;4473148,571;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;35;301210053
439770,6463;4473304,05;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;FRENTE 12;301210036
440630,2213;4473311,681;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;7;301210042
440718,989;4473280,993;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;16;301210015
440793,2647;4473275,624;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;27;301210052
440952,8562;4473193,325;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;32;301210060
440424,6557;4473907,451;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;35;301210006
441085,1557;4473489,993;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;119;301210033
440854,7938;4473129,517;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;16;301210061
440520,8871;4473546,968;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;32;301210019
439908,0509;4473148,525;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;2;301210066
440469,3478;4473832,328;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;CAÑIZARES, CALLE, DE LOS;3;301210007
439710,8658;4473220,958;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;5;301210047
439893,2192;4473279,239;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;17;301210037
439996,8483;4473663,911;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;1;301210013
440002,2865;4473502,243;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;12;301210022
440007,1415;4473050,532;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;CASINO, CALLE, DEL;7;301210067
440180,5294;4473154,378;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;CASINO, CALLE, DEL;12;301210056
440115,009;4473821,998;2014/05/27;;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;6;301210003
440052,8303;4473848,75;2014/05/27;;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA;10;301210002
440216,1453;4473941,109;2014/05/27;;01  CENTRO;01-02 EMBAJADORES;CONCEPCION JERONIMA, CALLE, DE LA;4;301210001
440204,4057;4473863,701;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;7;301210004
440286,5307;4473869,701;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;DOCTOR CORTEZO, CALLE, DEL;7;301210005
440966,6728;4473341,503;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;3;301210041
440779,7925;4473203,859;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;FRENTE 20;301210059
440702,7561;4473362,328;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;DOCTOR PIGA, CALLE, DEL;3;301210040
440061,5999;4473688,836;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;DUQUE DE ALBA, CALLE, DEL;10;301210012
440032,1514;4473554,959;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;4;301210021
440206,2603;4473325,383;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;48;301210038
440339,4924;4473068,485;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;53;301210065
440357,571;4473003,403;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;S/N;301210070
439986,29;4473704,022;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;ESTUDIOS, CALLE, DE LOS;10;301210011
439888,2589;4473426,889;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;9;301210023
440978,5871;4473279,729;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;HOSPITAL, CALLE, DEL;10;301210044
440389,9159;4473534,744;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE;32;301210020
440390,3394;4473765,54;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA;8;301210008
440551,1557;4473771,451;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA;25;301210009
440770,542;4473098,34;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;MALLORCA, CALLE, DE;13;301210062
440946,935;4473534,007;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;MARQUES DE TOCA, CALLE, DEL;1;301210029
440519,0002;4473010,016;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;MESON DE PAREDES, CALLE, DEL;85;301210072
440463,706;4473077,122;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;MIGUEL SERVET, CALLE, DE;19;301210071
439860,7817;4473262,138;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;MIRA EL RIO BAJA, CALLE, DE;9;301210045
440083,6876;4473195,671;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;MIRA EL SOL, CALLE, DE;15;301210049
440463,0806;4473661,047;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;OLIVAR, CALLE, DEL;12;301210014
440655,8677;4473668,707;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;OLMO, CALLE, DEL;30;301210016
440575,4564;4473490,109;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;PRIMAVERA, CALLE, DE LA;3;301210027
439658,2026;4473176,305;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;PUERTA DE TOLEDO, GLORIETA, DE LA;1;301210046
439975,8364;4473389,545;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;6;301210025
439977,2855;4473216,052;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;20;301210048
440000,6491;4473116,844;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;39;301210055
440756,02;4473470,357;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;SALITRE, CALLE, DEL;16;301210030
440464,9707;4473548,151;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;SAN CARLOS, CALLE, DE;9;301210026
440823,0004;4473616,933;2014/05/28;2021/07/08;01  CENTRO;01-02 EMBAJADORES;SAN ILDEFONSO, CALLE, DE;1;301210028
440732,0913;4473617,033;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;26;301210017
440840,221;4473502,296;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;31;301210032
440959,06;4473436,171;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;FRENTE 48 B;301210034
440666,7904;4473234,718;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;SOMBRERERIA, CALLE, DE LA;14 A;301210051
440158,239;4473779,576;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE;14;301210054
439939,0723;4473722,493;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;49;301210010
439672,3971;4473278,032;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;115;301210035
440128,3394;4473020,428;2014/05/30;2017/11/17;01  CENTRO;01-02 EMBAJADORES;TOLEDO, RONDA, DE;9;301210068
440207,9842;4473001,75;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;TOLEDO, RONDA, DE;S/N;301210069
440656,0071;4473585,989;2014/05/28;;01  CENTRO;01-02 EMBAJADORES;TORRECILLA DEL LEAL, CALLE, DE LA;13;301210018
440695,5187;4473479,698;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;TORRECILLA DEL LEAL, CALLE, DE LA;32;301210031
440334,8307;4473220,8;2014/05/29;2017/03/29;01  CENTRO;01-02 EMBAJADORES;TRIBULETE, CALLE, DEL;23;301210050
440572,1994;4473244,486;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;5;301210043
440611,4721;4473157,973;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;15;301210058
440633,0875;4473052,783;2014/05/30;;01  CENTRO;01-02 EMBAJADORES;VALENCIA, RONDA, DE;2;301210063
440608,6431;4473376,745;2014/05/29;;01  CENTRO;01-02 EMBAJADORES;ZURITA, CALLE, DE;41;301210039
441134,7903;4473596,606;2014/05/29;;01  CENTRO;01-03 CORTES;ALMADEN, CALLE, DE;FRENTE 21;301310025
440728,1088;4473757,113;2014/05/29;;01  CENTRO;01-03 CORTES;AMOR DE DIOS, CALLE, DEL;14;301310019
440710,4432;4474274,895;2014/05/28;2018/06/06;01  CENTRO;01-03 CORTES;ARLABAN, CALLE, DE;12;301310004
440697,4057;4474273,576;2021/04/01;;01  CENTRO;01-03 CORTES;ARLABAN, CALLE, DE;12;301310004
440924,0493;4473607,206;2014/05/29;;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;95;301310024
441079,7936;4473517,925;2014/05/29;;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;117;301310026
440644,6205;4474523,491;2016/03/28;;01  CENTRO;01-03 CORTES;CABALLERO DE GRACIA, CALLE, DEL;26;301310028
441122,9341;4474028,385;2014/05/29;;01  CENTRO;01-03 CORTES;CANOVAS DEL CASTILLO, PLAZA, DE;3;301310012
441097,4359;4474139,9;2014/05/29;;01  CENTRO;01-03 CORTES;CANOVAS DEL CASTILLO, PLAZA, DE;5;301310007
441176,781;4473526,824;2014/05/29;2023/02/02;01  CENTRO;01-03 CORTES;CENICERO, CALLE, DE;11;301310027
440867,1377;4473982,239;2014/05/29;;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;15;301310010
440980,4343;4473988,685;2014/05/29;;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;25;301310011
440411,2807;4474060,701;2014/05/29;;01  CENTRO;01-03 CORTES;ESPOZ Y MINA, CALLE, DE;28;301310009
440981,3162;4473906,538;2014/05/29;;01  CENTRO;01-03 CORTES;JESUS, CALLE, DE;3;301310015
440861,6986;4473911,265;2014/05/29;;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;23;301310014
441111,8396;4473938,366;2014/05/29;;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;51;301310016
440953,9415;4474350,555;2014/05/28;;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE;28;301310002
440890,3082;4474339,935;2014/05/28;;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE;FRENTE 17;301310003
440983,1557;4474408,951;2014/05/28;;01  CENTRO;01-03 CORTES;MARQUES DE CUBAS, CALLE, DEL;2;301310001
440995,2944;4474253,58;2014/05/28;;01  CENTRO;01-03 CORTES;MARQUES DE CUBAS, CALLE, DEL;19;301310005
440787,1801;4474070,264;2014/05/29;;01  CENTRO;01-03 CORTES;PRADO, CALLE, DEL;25;301310008
441186,6596;4473856,917;2014/05/29;;01  CENTRO;01-03 CORTES;PRADO, PASEO, DEL;20;301310018
441175,0402;4473924,456;2014/05/29;;01  CENTRO;01-03 CORTES;PRADO, PASEO, DEL;FRENTE 11;301310017
440581,4188;4474136,632;2014/05/29;;01  CENTRO;01-03 CORTES;PRINCIPE, CALLE, DEL;12;301310006
440958,1433;4473780,461;2014/05/29;;01  CENTRO;01-03 CORTES;SAN JUAN, PLAZUELA, DE;1;301310020
441050,7912;4473701,827;2014/05/29;;01  CENTRO;01-03 CORTES;SAN PEDRO, CALLE, DE;14;301310021
441039,8625;4473628,299;2014/05/29;;01  CENTRO;01-03 CORTES;SAN PEDRO, CALLE, DE;17;301310023
440482,4112;4473925,303;2014/05/29;;01  CENTRO;01-03 CORTES;SAN SEBASTIAN, CALLE, DE;FRENTE 2;301310013
441128,8782;4473690,517;2014/05/29;;01  CENTRO;01-03 CORTES;VERONICA, CALLE, DE LA;17;301310022
441040,2011;4474891,52;2014/05/27;;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;5;301410048
441196,7302;4474884,71;2014/05/27;;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;21;301410043
441050,3023;4475196,734;2014/05/26;;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;9;301410022
441104,0294;4475290,641;2014/05/26;;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;23;301410012
440673,9778;4474916,092;2014/05/27;;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;17;301410044
440854,0958;4474842,309;2014/05/27;;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;39;301410046
441145,5443;4475009,665;2014/05/27;;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;2;301410037
441274,8556;4474970,03;2014/05/27;;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;14;301410038
440795,0934;4474794,141;2014/05/27;2018/05/03;01  CENTRO;01-04 JUSTICIA;BARBIERI, CALLE, DE;18;301410050
440644,8261;4475372,32;2014/05/26;;01  CENTRO;01-04 JUSTICIA;BARCELO, CALLE, DE;11;301410009
440992,1394;4474568,497;2014/05/28;;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;4;301410057
440981,3283;4474736,119;2014/05/28;;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;13;301410052
440921,592;4475064,753;2014/05/27;;01  CENTRO;01-04 JUSTICIA;BELEN, TRAVESIA, DE;4;301410033
440964,789;4475269,457;2014/05/26;;01  CENTRO;01-04 JUSTICIA;CAMPOAMOR, CALLE, DE;7;301410014
441021,5052;4475343,65;2014/05/26;;01  CENTRO;01-04 JUSTICIA;CAMPOAMOR, CALLE, DE;FRENTE 18;301410010
440526,2348;4475490,084;2014/05/26;;01  CENTRO;01-04 JUSTICIA;CHURRUCA, CALLE, DE;17;301410002
440556,8292;4475415,578;2014/05/26;;01  CENTRO;01-04 JUSTICIA;CHURRUCA, CALLE, DE;FRENTE 7;301410008
440890,2286;4474728,94;2014/05/27;;01  CENTRO;01-04 JUSTICIA;COLMENARES, CALLE, DE;13;301410051
441107,192;4474821,365;2014/05/27;;01  CENTRO;01-04 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;1;301410047
441119,8286;4474939,923;2014/05/27;;01  CENTRO;01-04 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;8;301410042
440682,5031;4475042,037;2014/05/27;2017/07/19;01  CENTRO;01-04 JUSTICIA;FARMACIA, CALLE, DE LA;11;301410028
441052,4775;4475066,897;2014/05/27;;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;16;301410029
440966,9563;4475167,329;2014/05/26;;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;17;301410025
440887,6598;4475235,728;2014/05/26;;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;FRENTE 5;301410020
440547,9983;4475220,318;2014/05/26;;01  CENTRO;01-04 JUSTICIA;FUENCARRAL, CALLE, DE;79;301410017
440466,022;4475487,395;2014/05/26;;01  CENTRO;01-04 JUSTICIA;FUENCARRAL, CALLE, DE;98;301410001
441147,4413;4475248,301;2014/05/26;;01  CENTRO;01-04 JUSTICIA;GENERAL CASTAÑOS, CALLE, DEL;11;301410023
441081,5369;4475375,281;2014/05/26;;01  CENTRO;01-04 JUSTICIA;GENOVA, CALLE, DE;10;301410011
440627,0128;4474994,992;2014/05/27;2017/05/16;01  CENTRO;01-04 JUSTICIA;HERNAN CORTES, CALLE, DE;11;301410034
440536,8921;4474670,646;2014/05/28;;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;7;301410061
440575,1557;4474745,326;2014/05/28;;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;15;301410053
440616,2857;4474815,421;2014/05/27;;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;25;301410049
440877,8628;4474617,053;2014/05/28;;01  CENTRO;01-04 JUSTICIA;INFANTAS, CALLE, DE LAS;29;301410055
440629,8849;4474699,675;2014/05/28;;01  CENTRO;01-04 JUSTICIA;INFANTAS, CALLE, DE LAS;FRENTE 16;301410054
441038,5643;4475267,236;2014/05/26;;01  CENTRO;01-04 JUSTICIA;JUSTINIANO, CALLE, DE;10;301410013
440601,0624;4475494,995;2014/05/26;;01  CENTRO;01-04 JUSTICIA;LARRA, CALLE, DE;16;301410003
440610,5314;4475429,062;2014/05/26;;01  CENTRO;01-04 JUSTICIA;LARRA, CALLE, DE;FRENTE 8;301410007
440888,0686;4474915,845;2014/05/27;;01  CENTRO;01-04 JUSTICIA;LUIS DE GONGORA, CALLE, DE;1;301410040
441227,5885;4475000,91;2014/05/27;;01  CENTRO;01-04 JUSTICIA;MARQUES DE LA ENSENADA, CALLE, DEL;2;301410032
441298,2392;4475222,573;2014/05/26;;01  CENTRO;01-04 JUSTICIA;MARQUES DE LA ENSENADA, CALLE, DEL;FRENTE 3;301410024
